nid,date,title,agency_id,nail_num,img_url,img_path,photographer,photographer_desc,birth_year,death_year,id,place_name,coordinates,category
543756,1972-05-01,ACID AND RADIUM 226 LEAK FROM URANIUM MILL TAILINGS POND INTO THE SAN MIGUEL RIVER,022/03/001263,NWDNS-412-DA-1263,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-01263_05-1804M.TIF,543756.jpg,"Gillette, Bill,","Bill Gillette (b. Apr. 3, 1932), photojournalist.",1932.0,,10040223.0,Uravan (Colo.),"38 22 N, 108 44 W (38.367, -108.73)",Pollution and Environmental Damage
543765,1972-05-01,OPEN DUMP IN THE SAN JUAN MOUNTAINS. THE SAN MIGUEL RIVER FLOWS PAST THE DUMP,022/12/001272,NWDNS-412-DA-1272,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-01272_05-1813M.TIF,543765.jpg,"Gillette, Bill,","Bill Gillette (b. Apr. 3, 1932), photojournalist.",1932.0,,10040221.0,Telluride (Colo.),"37 56 N, 107 48 W (37.933, -107.8)",Pollution and Environmental Damage
543848,1972-06-01,MILL AND MINE TAILINGS PILES LEFT FROM ABANDONED GOLD MILL,023/35/001355,NWDNS-412-DA-1355,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-01355_05-1896M.TIF,543848.jpg,"Gillette, Bill,","Bill Gillette (b. Apr. 3, 1932), photojournalist.",1932.0,,10040653.0,Cripple Creek (Colo.),"38 44 N, 105 10 W (38.733, -105.17)",Industrial Site
544102,1972-06-01,PHELPS LODGE CORP.'S ABANDONED MINE TOWER AT THE LAVENDER PIT MINE,027/49/001609,NWDNS-412-DA-1609,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-01609_05-2150M.TIF,544102.jpg,"Keyes, Cornelius M.",,1944.0,,10039787.0,Bisbee (Ariz.),"31 26 N, 109 55 W (31.433, -109.92)",Pollution and Environmental Damage
544115,1972-05-01,ARIZONA--LAKE POWELL,028/02/001622,NWDNS-412-DA-1622,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-01622_05-2163M.TIF,544115.jpg,"Eiler, Lyntha Scott,","Lyntha Scott Eiler was born in Champaign, Illinois in 1946, the daughter of Charles ""Chuck"" L. Scott, an award winning photojournalist and the co-founder of the School of Visual Communication at Ohio University, and Jane Scott. A career photojournalist, she works with photojournalist Terry Eiler at the Ohio University Scotland Field School in Documentary Photojournalism.",1946.0,,10043600.0,"Powell, Lake (Utah and Ariz.)","40 37 N, 110 47 W (40.617, -110.78)",Transportation and Infrastructure
544135,1972-06-01,STRIP MINING OPERATIONS AT THE NAVAJO MINE OF THE UTAH CONSTRUCTION AND MINING COMPANY. THE NAVAJO MINE SERVICES THE FOUR CORNERS GENERATING PLANT,028/22/001642,NWDNS-412-DA-1642,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-01642_05-2183M.TIF,544135.jpg,"Eiler, Lyntha Scott,","Lyntha Scott Eiler was born in Champaign, Illinois in 1946, the daughter of Charles ""Chuck"" L. Scott, an award winning photojournalist and the co-founder of the School of Visual Communication at Ohio University, and Jane Scott. A career photojournalist, she works with photojournalist Terry Eiler at the Ohio University Scotland Field School in Documentary Photojournalism.",1946.0,,10044198.0,Shiprock Peak (Ariz.),"34 20 N, 113 11 W (34.333, -113.18)",Pollution and Environmental Damage
544235,1972-09-01,CITIZENS PROTEST FURTHER DESTRUCTION OF MISSISSIPPI RIVER BANK. THEY WANT THE AREA PRESERVED AS A PARK,030/02/001742,NWDNS-412-DA-1742,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-01742_05-2283M.TIF,544235.jpg,"Messina, John,",Jonn Messina (b. 1941) was a photographer for the Environmental Protection Agency's Documerica program in the early 1970s.,1940.0,,10045323.0,Louisiana,"31 00 N, 092 00 W (31, -92)",Industrial Site
544357,1972-05-01,NAVAHO BOY LEANS AGAINST TOWER OF DISCARDED TIRES. LACK OF DISPOSAL FACILITIES IS A COMMON PROBLEM IN REMOTE AREAS OF THE NAVAHO RESERVATION,032/04/001864,NWDNS-412-DA-1864,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-01864_05-2405M.TIF,544357.jpg,"Eiler, Terry,","Terrill ""Terry"" E. Eiler was born August 11, 1944, in Boston, Massachusetts. A career photojournalist, he currently directs the School of Visual Communication at Ohio University. He graduated from Ohio University in 1966 and 1969 with degrees in photography.",1944.0,,10039763.0,Red Rock (Ariz.),"36 36 N, 109 03 W (36.6, -109.05)",Agriculture and Farming
544537,1972-08-01,SHARK VALLEY RANGER STATION,035/04/002044,NWDNS-412-DA-2044,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-02044_06-0232M.TIF,544537.jpg,"Ward, Fred,",,1935.0,,10038284.0,Everglades National Park (Fla.),"25° 18' 46"" N, 080° 56' 14"" W",Transportation and Infrastructure
544647,1972-07-01,LITTER LEFT BY VISITORS IN THE TAMIAMI CANAL AREA BESIDE EVERGLADES NATIONAL PARK,036/54/002154,NWDNS-412-DA-2154,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-02154_06-0342M.TIF,544647.jpg,"Ward, Fred,",,1935.0,,10045286.0,Florida,"28 00 N, 082 00 W (28, -82)",Pollution and Environmental Damage
544704,1972-08-01,SETTING SUN AMID SMOKE CLOUD,037/51/002211,NWDNS-412-DA-2211,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-02211_06-0399M.TIF,544704.jpg,"Rain, Belinda","Belinda Rain, Documerica photographer for the Environmental Protection Agency in the early 1970s.",,,10045913.0,San Francisco (Calif.),"37 46 N, 122 25 W (37.767, -122.42)",Industrial Site
544895,1972-05-01,NARROW GORGE CARVED IN THE SANDSTONE OF ESCALANTE CANYON,041/02/002402,NWDNS-412-DA-2402,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-02402_06-0590M.TIF,544895.jpg,"Norton, Boyd,","Boyd Norton (b. Apr. 8, 1936) contributed photographs to the Environmental Protection Agency's Documerica project in the early 1970s.",1936.0,,10042414.0,Escalante (Utah),"37 46 N, 111 36 W (37.767, -111.6)",Nature and Wildlife
544965,1972-08-01,"JELLYFISH, AND THEIR ABILITY TO FLUORESCE, IS THE RESEARCH ENGAGING THIS GRADUATE STUDENT AT THE MARINE BIOLOGY LABORATORY OF THE UNIVERSITY OF WASHINGTON",042/12/002472,NWDNS-412-DA-2472,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-02472_06-0660M.TIF,544965.jpg,"Daniels, Gene,",,,,,,,Pollution and Environmental Damage
544970,1972-05-01,"SMOKE FROM LUMBER MILL'S ""TEEPEE"" BURNER OBSCURES ADMINISTRATION BUILDING",042/17/002477,NWDNS-412-DA-2477,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-02477_06-0665M.TIF,544970.jpg,"Norton, Boyd,","Boyd Norton (b. Apr. 8, 1936) contributed photographs to the Environmental Protection Agency's Documerica project in the early 1970s.",1936.0,,10042443.0,Panguitch (Utah),"37 49 N, 112 26 W (37.817, -112.43)",Pollution and Environmental Damage
545304,1972-05-01,"ABANDONED CAR IN CLEAR CREEK CANYON, NEAR DUMONT",047/51/002811,NWDNS-412-DA-2811,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-02811_06-0999M.TIF,545304.jpg,"McAllister, Bruce,","Bruce McAllister, born 1936 in San Francisco, California, is photojournalist and contributing photographer to the Environmental Protection Agency's Documerica project in the early 1970s.",1936.0,,10040441.0,Dumont (Colo.),"39 45 N, 105 35 W (39.75, -105.58)",Transportation and Infrastructure
545435,1972-05-01,CHIMNEYS OF U.S. STEEL PLANT EMIT SMOKE 24 HOURS A DAY,050/08/002948,NWDNS-412-DA-2948,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-02948_06-1129M.TIF,545435.jpg,"Woodson, LeRoy,","LeRoy Woodson, photojournalist and contributing photographer to the Environmental Protection Agency's Documerica project in the early 1970s.",,,10045516.0,Birmingham (Ala.),"33 31 N, 086 48 W (33.517, -86.8)",Pollution and Environmental Damage
545483,1972-06-01,ENLARGED LUNG OF EMPHYSEMA VICTIM. SEVERE AIR POLLUTION INCREASES RISK OF RESPIRATORY AND PULMONARY DISEASES AMONG WORKERS OF THE BIRMINGHAM AREA,050/56/002996,NWDNS-412-DA-2996,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-02996_07-1810M.TIF,545483.jpg,"Woodson, LeRoy,","LeRoy Woodson, photojournalist and contributing photographer to the Environmental Protection Agency's Documerica project in the early 1970s.",,,10045516.0,Birmingham (Ala.),"33 31 N, 086 48 W (33.517, -86.8)",Pollution and Environmental Damage
545506,1972-05-01,TRASH PILES HIGH IN BIRMINGHAM STREET,051/19/003019,NWDNS-412-DA-3019,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-03019_07-1833M.TIF,545506.jpg,"Woodson, LeRoy,","LeRoy Woodson, photojournalist and contributing photographer to the Environmental Protection Agency's Documerica project in the early 1970s.",,,10045516.0,Birmingham (Ala.),"33 31 N, 086 48 W (33.517, -86.8)",Urban Landscape
545515,1972-05-01,MEMBER OF WEEKEND TRIP TO BANKHEAD NATIONAL FOREST. GASP (GREATER SOCIETY TO STOP POLLUTION) ORGANIZED THE TRIP TO DRAMATIZE BATTLE AGAINST CLEAR-CUTTING HERE. BANKHEAD NATIONAL FOREST IS 90 MILES NORTH OF BIRMINGHAM,051/28/003028,NWDNS-412-DA-3028,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-03028_07-1842M.TIF,545515.jpg,"Woodson, LeRoy,","LeRoy Woodson, photojournalist and contributing photographer to the Environmental Protection Agency's Documerica project in the early 1970s.",,,10045516.0,Birmingham (Ala.),"33 31 N, 086 48 W (33.517, -86.8)",Nature and Wildlife
545663,1972-10-01,"EPA MAN CHECKS LOG BOOM FOR LEAKAGE OF OIL AND DEBRIS FOLLOWING A MASSIVE OIL SPILL INTO THE SAN JUAN RIVER. ORIGIN OF THE SPILL WAS A BURST PIPELINE, 200 MILES UPSTREAM. MADE CHIEFLY OF TELEPHONE POLES, THE BOOM HELD THE OIL IN CHECK UNTIL FLOOD CONDITIONS CAUSED IT TO OVERFLOW INTO LAKE POWELL. CLEAN-UP OPERATIONS, INVOLVING CREWS FROM PIPELINE COMPANY, ARMY, COAST GUARD, AND OTHER AGENCIES WERE SUPERVISED BY EPA",053/56/003176,NWDNS-412-DA-3176,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-03176_07-1990M.TIF,545663.jpg,"Hiser, David,","David Hiser (b. Sept. 2, 1937), photojournalist and photo educator, has a B.A. degree from the University of Washington, and has worked for the National Geographic Society, producing twenty stories in National Geographic Magazine with contributions to numerous National Geographic books and films. His assignments have ranged widely: Aztecs, Death Valley, Coyotes, Early Man, Hudson Bay, Pompeii, Polynesian Sailing Canoes, Sri Lanka, Tasmania and Tarahumara Indians among others. He has also worked for Newsweek, Smithsonian and Geo, producing a large stock photo archive used in advertising, corporate media and college textbooks.

With a strong interest in teaching, Hiser has led imaging workshops at The Maine Photo Workshops, Anderson Ranch Art Center and many other institutions.  He is currently a Research Associate at Digital Arts Aspen where he has designed and implemented digital imaging workshops for a wide variety of clients.",1937.0,,10043600.0,"Powell, Lake (Utah and Ariz.)","40 37 N, 110 47 W (40.617, -110.78)",Pollution and Environmental Damage
545677,1972-10-01,"UNLOADING OIL LADEN DEBRIS: PART OF EPA SUPERVISED CLEAN-UP OF THE SAN JUAN RIVER OIL SPILL. 285,000 GALLONS OF CRUDE OIL SPILLED FROM A BURST PIPELINE AND FLOWED 200 MILES DOWNSTREAM BEFORE IT WAS CONTAINED BY A LOG BOOM. THIS DISPOSAL SITE WAS DUG IN A HILLTOP ABOUT A QUARTER MILE FROM THE BOOM",054/10/003190,NWDNS-412-DA-3190,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-03190_07-2004M.TIF,545677.jpg,"Hiser, David,","David Hiser (b. Sept. 2, 1937), photojournalist and photo educator, has a B.A. degree from the University of Washington, and has worked for the National Geographic Society, producing twenty stories in National Geographic Magazine with contributions to numerous National Geographic books and films. His assignments have ranged widely: Aztecs, Death Valley, Coyotes, Early Man, Hudson Bay, Pompeii, Polynesian Sailing Canoes, Sri Lanka, Tasmania and Tarahumara Indians among others. He has also worked for Newsweek, Smithsonian and Geo, producing a large stock photo archive used in advertising, corporate media and college textbooks.

With a strong interest in teaching, Hiser has led imaging workshops at The Maine Photo Workshops, Anderson Ranch Art Center and many other institutions.  He is currently a Research Associate at Digital Arts Aspen where he has designed and implemented digital imaging workshops for a wide variety of clients.",1937.0,,10043600.0,"Powell, Lake (Utah and Ariz.)","40 37 N, 110 47 W (40.617, -110.78)",Pollution and Environmental Damage
545775,1972-05-01,"EKKER BUTTE RISES IN THE CRYSTAL AIR OF CANYONLANDS NATIONAL PARK. THE SMALLER ARCHES NATIONAL PARK LIES JUST TO THE NORTH OF THE TOWN. BATES WILSON, SUPERINTENDENT OF BOTH PARKS, SAYS THEIR MOST IMPORTANT FEATURE AT THIS TIME IS THEIR CLEAR ATMOSPHERE. HE FEARS THIS WILL BE HARMED SOON BY THE OPERATION OF GIANT COAL-BURNING POWER PLANTS IN UTAH AND ADJOINING STATES. SOME PEOPLE FEEL THAT THE AIR IS ALREADY BEGINNING TO SUFFER FROM THE EFFECTS OF THE HUGE PLANT AT SHIPROCK, NEW MEXICO",055/48/003288,NWDNS-412-DA-3288,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-03288_07-2102M.TIF,545775.jpg,"Hiser, David,","David Hiser (b. Sept. 2, 1937), photojournalist and photo educator, has a B.A. degree from the University of Washington, and has worked for the National Geographic Society, producing twenty stories in National Geographic Magazine with contributions to numerous National Geographic books and films. His assignments have ranged widely: Aztecs, Death Valley, Coyotes, Early Man, Hudson Bay, Pompeii, Polynesian Sailing Canoes, Sri Lanka, Tasmania and Tarahumara Indians among others. He has also worked for Newsweek, Smithsonian and Geo, producing a large stock photo archive used in advertising, corporate media and college textbooks.

With a strong interest in teaching, Hiser has led imaging workshops at The Maine Photo Workshops, Anderson Ranch Art Center and many other institutions.  He is currently a Research Associate at Digital Arts Aspen where he has designed and implemented digital imaging workshops for a wide variety of clients.",1937.0,,10038273.0,Canyonlands National Park (Utah),"38 10 N, 109 59 W (38.167, -109.98)",Rural Landscape
545971,1972-12-01,A NATURAL GAS INSTALLATION BURNS ITS PETRO WASTE MARSHLANDS IN FOREGROUND NEAR THE FREEPORT SULPHUR CO. PIPELINE CANAL,059/04/003484,NWDNS-412-DA-3484,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-03484_07-2298M.TIF,545971.jpg,"Messina, John,",Jonn Messina (b. 1941) was a photographer for the Environmental Protection Agency's Documerica program in the early 1970s.,1940.0,,10045862.0,New Orleans (La.),"29 57 N, 090 04 W (29.95, -90.067)",Pollution and Environmental Damage
546060,1972-11-01,"BAYOU SEGNETTE SWAMPLAND, WHICH HAS BEEN DEVASTATED BY RUNOFF PETROLEUM SLUDGE FROM A NEARBY NATURAL GAS INSTALLATION STUMPS OF GIANT VIRGIN CYPRESS TREES ATTEST TO THE RAVAGES OF INDUSTRIAL POLLUTION",060/33/003573,NWDNS-412-DA-3573,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-03573_07-2387M.TIF,546060.jpg,"Messina, John,",Jonn Messina (b. 1941) was a photographer for the Environmental Protection Agency's Documerica program in the early 1970s.,1940.0,,10045862.0,New Orleans (La.),"29 57 N, 090 04 W (29.95, -90.067)",Pollution and Environmental Damage
546138,1972-06-01,CLOSE-UP OF GARBAGE AND TINY DEAD FISH WHICH WERE WASHED ASHORE ALONG LAKE CHARLES. MERCURY CONTENT OF THE LAKE IS HIGH BECAUSE OF HEAVY CONCENTRATION OF INDUSTRY NEARBY,061/51/003651,NWDNS-412-DA-3651,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-03651_07-2465M.TIF,546138.jpg,"St. Gil, Marc,","Marc St. Gil was born in Helmond, The Netherlands, on February 10, 1924. He worked as a photojournalist and contributing photographer to the Environmental Protection Agency's Project Documerica in the 1970s. He died on August 13, 1992, in Katy, Texas, near Houston.",1924.0,1992.0,10042954.0,Lake Charles (La. : Lake),"30 13 N, 093 14 W (30.217, -93.233)",Pollution and Environmental Damage
546237,1972-07-01,SULPHUR FUMES POUR OUT OF THE SMOKESTACKS OF THE OLIN MATHIESON CHEMICAL PLANT,063/30/003750,NWDNS-412-DA-3750,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-03750_07-2564M.TIF,546237.jpg,"St. Gil, Marc,","Marc St. Gil was born in Helmond, The Netherlands, on February 10, 1924. He worked as a photojournalist and contributing photographer to the Environmental Protection Agency's Project Documerica in the 1970s. He died on August 13, 1992, in Katy, Texas, near Houston.",1924.0,1992.0,10042954.0,Lake Charles (La. : Lake),"30 13 N, 093 14 W (30.217, -93.233)",Pollution and Environmental Damage
546252,1972-05-01,"CONSTRUCTION OF I-55, NORTH OF DURANT. WATER IS BEING SPRAYED ON ROADWAY BASE AND ON STEEL RODS. THE STEEL ROD USED HERE FOR REINFORCEMENT, WERE MADE FROM SHREDDED AUTOMOBILES",063/45/003765,NWDNS-412-DA-3765,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-03765_07-2579M.TIF,546252.jpg,"Shrout, Bill","Bill Shrout, photojournalist and contributing photographer to the Environmental Protection Agency's Documerica project in the early 1970s.",,,10046448.0,Jackson (Miss.),"32 17 N, 090 11 W (32.283, -90.183)",Pollution and Environmental Damage
546261,1972-05-01,"COMPACTED OLD CARS ON FLATBED TRUCK ARE READY FOR THE SHREDDER (IN BACKGROUND), AT THE KLEAN STEEL MANUFACTURING CORPORATION IN FLOWOOD. MR. V.T. HAWKINS, DIRECTOR OF SOLID WASTE PLANNING, STATE BOARD OF HEALTH, IS ALONGSIDE THE TRUCK",063/54/003774,NWDNS-412-DA-3774,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-03774_07-2588M.TIF,546261.jpg,"Shrout, Bill","Bill Shrout, photojournalist and contributing photographer to the Environmental Protection Agency's Documerica project in the early 1970s.",,,10046448.0,Jackson (Miss.),"32 17 N, 090 11 W (32.283, -90.183)",Transportation and Infrastructure
546423,1973-05-01,IRWIN MANAGEMENT OFFICES,066/36/003936,NWDNS-412-DA-3936,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-03936_07-2750M.TIF,546423.jpg,"Haun, Declan,","Declan Haun (1937-1994), photojournalist and contributing photographer to the Environmental Protection Agency's Documerica project in the early 1970s.",1937.0,1994.0,10045485.0,Columbus (Ind.),"39 12 N, 085 55 W (39.2, -85.917)",Urban Landscape
546582,1973-05-01,"LOOKING SOUTH, WHITE HOUSE TO POTOMAC RIVER",069/15/004095,NWDNS-412-DA-4095,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-04095_08-1714M.TIF,546582.jpg,"Okamoto, Yoichi R.",Yoichi Robert Okamoto (b . 1915) was President Lyndon B. Johnson's official photographer.,1915.0,1985.0,10046466.0,Washington (D.C.),"38 50 N, 077 00 W (38.833, -77)",Urban Landscape
546599,1973-03-01,"PARKING AREA AT WOODWARD HIGH SCHOOL ON OLD GEORGETOWN ROAD IN BETHESDA, MD",069/32/004112,NWDNS-412-DA-4112,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-04112_08-1731M.TIF,546599.jpg,"Okamoto, Yoichi R.",Yoichi Robert Okamoto (b . 1915) was President Lyndon B. Johnson's official photographer.,1915.0,1985.0,10046466.0,Washington (D.C.),"38 50 N, 077 00 W (38.833, -77)",Transportation and Infrastructure
546621,1973-05-01,METRO SUBWAY CONSTRUCTION ADDS TO CITY TRAFFIC PROBLEMS,069/54/004134,NWDNS-412-DA-4134,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-04134_08-1753M.TIF,546621.jpg,"Okamoto, Yoichi R.",Yoichi Robert Okamoto (b . 1915) was President Lyndon B. Johnson's official photographer.,1915.0,1985.0,10046466.0,Washington (D.C.),"38 50 N, 077 00 W (38.833, -77)",Transportation and Infrastructure
546632,1973-03-01,"MECHANICS AT WORK AT ""CALL CARL,"" COMPUTERIZED CENTER",070/05/004145,NWDNS-412-DA-4145,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-04145_08-1764M.TIF,546632.jpg,"Okamoto, Yoichi R.",Yoichi Robert Okamoto (b . 1915) was President Lyndon B. Johnson's official photographer.,1915.0,1985.0,10046466.0,Washington (D.C.),"38 50 N, 077 00 W (38.833, -77)",Pollution and Environmental Damage
546651,1973-03-01,"PARK AND RIDE STATION AT SPRINGFIELD, VA. THESE WIND CHILLED MEN ARE WAITING FOR THE PENTAGON BUS",070/24/004164,NWDNS-412-DA-4164,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-04164_08-1783M.TIF,546651.jpg,"Okamoto, Yoichi R.",Yoichi Robert Okamoto (b . 1915) was President Lyndon B. Johnson's official photographer.,1915.0,1985.0,10046466.0,Washington (D.C.),"38 50 N, 077 00 W (38.833, -77)",People and Community
546687,1973-05-01,"NEW TRAFFIC ""MIXING BOWL"" (NEAR PENTAGON), LOOKING WEST",070/60/004200,NWDNS-412-DA-4200,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/stillpix/412-da/412-DA-04200_08-1819M.TIF,546687.jpg,"Okamoto, Yoichi R.",Yoichi Robert Okamoto (b . 1915) was President Lyndon B. Johnson's official photographer.,1915.0,1985.0,10046466.0,Washington (D.C.),"38 50 N, 077 00 W (38.833, -77)",Transportation and Infrastructure
