Author,Text,Pro,Neutral,Cons
Crease,"Its object, though not apparent on the face of the Act, was to prevent Chinese coming into the Province and drive out those who had already come.",0.0005315006128512323,0.004107731860131025,0.995360791683197
Crease,"He reviewed the legislation against Chinese since confederation, contending it was levelled against a particular race of aliens and, therefore, beyond provincial control, per *Gwynne*, J., in *Citizens Insurance Co. v. Parsons*, 4 S. C. R., at p. 346.",0.25755712389945984,0.0058593484573066235,0.7365835309028625
Crease,"The law was a direct interference with trade and commerce (*R. v. Severn*, 2 Can.",0.16564995050430298,0.12370315194129944,0.7106468677520752
Crease,"If its object were successful and Chinese driven from the country, the customs dues received from the Chinese would be lost and the benefits of trade relations enjoyed by the merchants would be destroyed.",0.02598423883318901,0.0495024099946022,0.9245133399963379
Crease,"Counsel cited statistics from the Chinese Commission showing the extreme importance, from a fiscal and commercial point of view, of the large number of Chinese in the Province.",0.07030119746923447,0.06527245044708252,0.8644263744354248
Crease,"The Dominion under the B. N. A. Act had alone the right of performing in Canada the obligations of Canada as part of the British Empire in respect of treaties, and although Canada might pass laws prohibiting immigration, or having that tendency, the Province could not do so, nor could it pass laws in derogation of treaties.",0.039562806487083435,0.05514249950647354,0.9052947163581848
Crease,"He cited the British treaty (25th August, 1842, from *Hertslet*, Vol. 6, and Lord *Elgin's* treaty, 1860), comparing it with the *Burlingame* treaty of the United States, and quoted California decisions (*Lin Sing v. Washburn*, 20 Cal. 334), and the decision of *Gray*, J., in *Tai Sing v. Maguire*, deciding that similar legislation was held void as contravening the treaty and the sovereign power to regulate trade and commerce with foreign countries. 

",0.08987496048212051,0.004191210493445396,0.9059337973594666
Crease,"*Drake*, Q. C., on the same side, argued that the imposition of the $10 tax was invalid because of inequality.",0.3138684034347534,0.05002625659108162,0.6361053586006165
Crease,Inherent in and incidental to the taxing power was the characteristic of equality.,0.7358357310295105,0.13466158509254456,0.12950274348258972
Crease,"*Cooley* stated that irrespective of constitutional limitation a particular class of citizens could not be burdened for the advantage of others—*Cooley's Constitutional Limitations*, p. 635.",0.8311258554458618,0.04154127836227417,0.1273328810930252
Crease,"This was a principle underlying the power to tax and governing that right even though the CREASE, J. 1885.",0.10588537156581879,0.08214212208986282,0.8119724988937378
Crease,"written constitution made no mention of it—Cooley on Taxation, p. 18, and City of Lexington v. McQuillan, 35 Am.",0.07243871688842773,0.07680998742580414,0.8507512807846069
Crease,The imposition was in derogation of treaty rights with which Canada alone had the power to deal.,0.22977755963802338,0.10126852989196777,0.6689538955688477
Crease,The Australian legislation did not help the contention of the Attorney-General.,0.22926126420497894,0.10840115696191788,0.6623375415802002
Crease,"The Australian Colonies were autonomous, and occupied the same position as that of Canada.",0.28360792994499207,0.15785159170627594,0.5585405230522156
Crease,The Provinces were not autonomous.,0.24053776264190674,0.11574988812208176,0.6437124013900757
Crease,He did not contend that the whole of the Act was invalid.,0.12392786145210266,0.04798887297511101,0.8280832767486572
Crease,"Much of it was within the scope of the Province, notably the provisions affecting the size of dwellings, the forbidding the use of opium, and the desecration of grave-yards.",0.019979167729616165,0.010767431929707527,0.9692533612251282
Crease,He insisted that imposing excessive taxation on one class of citizens was unconstitutional.,0.6541934013366699,0.20265968143939972,0.14314696192741394
Crease,"The remarks of Chief Justice Ritchie, in the case of Jonas v. Gilbert before the Supreme Court of Canada, were obiter dicta, as the decision was upon another point, and intimated, but did not decide the right of the Provinces to discriminate, nor in what things and to what extent discrimination in taxation was legitimate.",0.027807991951704025,0.013698900118470192,0.9584931135177612
Crease,"Lastly, the Act was for indirect taxation, which was a power given only to the Dominion Parliament.",0.17766906321048737,0.12391193956136703,0.6984189748764038
Crease,"It was a license fee, the power to impose which had, in Severn v. The Queen, been decided against the Provinces on the score of such legislation being against trade and commerce. 

",0.07316625118255615,0.07630408555269241,0.850529670715332
Crease,The Attorney-General in reply—The ten dollar impost was a tax whether designated by the name of a licence or otherwise.,0.08063417673110962,0.08118727803230286,0.8381785154342651
Crease,"The distinction between direct and indirect taxation was well drawn in the case of Reed v. Mousseau before the Supreme Court of Canada, in which Mr. Justice Strong mentioned the Privy Council had decided the Provincial legislatures had exclusive power to impose direct taxation, and that it did not follow they might not have power even to impose indirect taxation.",0.042003437876701355,0.13387830555438995,0.8241182565689087
Crease,"The tax did not sanction the carrying on of any business out of the product of which the consumer would, indirectly, contribute towards payment of the tax.",0.24600625038146973,0.18033388257026672,0.5736598372459412
Crease,"Then as to inequality, the one dictum of Cooley was but an expression of opinion that political wisdom required uniform taxation; for the same author cited numerous authorities, including that of the Supreme Court of the United States establishing the right to discriminate unless fettered by the express language of the Constitution.",0.03296652063727379,0.048626285046339035,0.9184072017669678
Crease,"Todd on Parliamentary Government in the Colonies, supported the view that the Provinces within their jurisdiction were as omnipotent as the Imperial Parliament.",0.23148305714130402,0.11962363868951797,0.6488933563232422
Crease,"The California cases (see The People v. Naglee, 1 Cal. 232) decided a differential tax might be imposed on foreign miners; and though a later case (Lin Sing v. Washburn, 20 Cal. 334) had decided a special tax could not be imposed on Chinese, a most celebrated Judge, Mr. Justice Field (since elevated to the Federal bench), dissented, and had pointed out that according to federal decisions the State might impose special taxation on alien residents, provided the impost was not levied against foreigners landing in the country.",0.0007211355259642005,0.01123407855629921,0.988044798374176
Crease,The tax was not to exclude the Chinese — another statute with that object had been disallowed.,0.06581239402294159,0.1513834446668625,0.7828041315078735
Crease,It was imposed to meet the extraordinary expenses incident to enforcing the police and sanitary regulations prescribed by the Act.,0.1897156536579132,0.10134933888912201,0.7089349627494812
Crease,"The question of treaties had nothing to do with the subject, for to responsible governments the Imperial Authorities conceded the right to pass laws within their jurisdiction.",0.03868731111288071,0.03853648528456688,0.9227761626243591
Crease,So the Canadian Parliament to-day was passing a restriction Act.,0.22569876909255981,0.1860176920890808,0.5882835388183594
Crease,"Opponents to the Act might as well contend the exclusion of the Chinese from the franchise, and barring them from acquiring lands, was illegal.",0.2057211548089981,0.008743569254875183,0.7855353355407715
Crease,"As to autonomy, neither the Australian Colonies nor the Dominion were absolutely possessed, but the Province equally with Australia and the Dominion were autonomous within the bounds of their respective jurisdictions. 

",0.23408851027488708,0.29303979873657227,0.47287172079086304
Crease,"21st August, 1885—CREASE, J.— In order to deal satisfactorily with the questions raised by this appeal, it is necessary to see what is the scope and purport of the Act.""",0.049989502876996994,0.05172766000032425,0.8982828259468079
Crease,"It starts with a recital, in itself a petio principii—not apparently the result of any public enquiry—which charges them with being not law-abiding, dissimilar in habits and occupation to the whites—useless in emergencies, habitual desecrators of grave-yards, unsuited to our laws, and of habits subversive of the community.",0.006356808356940746,0.07296326756477356,0.9206799268722534
Crease,"From that premises concluding that special laws are required for their government, it proceeds to enact:— 

The only schedule is the form of license, which runs as follows:—

The question now raised on the construction of this Act affects not only British Columbia, but, as she occupies the only Pacific seaboard of the Dominion, indirectly more or less the very many other Provinces under the flag of confederation. 
",0.03692237287759781,0.04731675982475281,0.91576087474823
Crease,"Taking for convenience the five points of objection to the conviction in the order in which they are made— 
1.",0.3836459219455719,0.09273984283208847,0.523614227771759
Crease,"That it interfered with the Dominion powers under the B. N. A. Act over aliens and naturalization. 
",0.14694935083389282,0.11114005744457245,0.7419105768203735
Crease,"That it was indirect taxation and therefore illegal, and should be quashed. 

",0.2949284017086029,0.2374449372291565,0.4676266014575958
Crease,"On the first point, I would observe that it is now well settled law that British Columbia, as a part of the Dominion, possesses all, but possesses only, the powers which are strictly defined by the B. N. A. Act of 1867, which is, indeed, the constitution of Canada.

",0.03983194753527641,0.06503356993198395,0.895134449005127
Crease,Neither she nor any other of the Provinces possess any other powers of legislation than are conferred by that Act.,0.10567211359739304,0.11857853084802628,0.7757493257522583
Crease,"If British Columbia, or any other Province, in its legislation, goes beyond that Act and in excess of its provisions, that moment, and to the extent of such transgression, it ceases to be law.",0.19828684628009796,0.07941407710313797,0.7222990989685059
Crease,"Therefore, in dealing with this question, our constitutional Act must be kept in view throughout, as the measure by which we must continually gauge the legality or illegality of the provisions of the local statute under consideration. 

",0.2864748239517212,0.21708884835243225,0.49643629789352417
Crease,"The Act of Federation was passed in order to be an irrefragable, permanent standard by which to preserve and regulate all the relative rights of the Provinces, as among themselves and as regards the Dominion. 

",0.10890375077724457,0.07332903891801834,0.8177672028541565
Crease,The exclusive powers of that Act given to the Dominion over particular subjects are contained in the 91st section.,0.13622356951236725,0.17836442589759827,0.6854120492935181
Crease,The exclusive powers of the Province are particularized in section 92.,0.10805964469909668,0.06309221684932709,0.828848123550415
Crease,"It is natural that in the working out of such a constitution in a new and growing country, questions should be continually cropping up, and call upon the Courts to define gradually and with greater exactness, as time progresses and population expands, the relative powers given by the Act to the Dominion and Provinces respectively.",0.13223104178905487,0.1591898649930954,0.7085790634155273
Crease,"Sub-section 2 of section 91 gives to the Dominion Parliament exclusively the regulation of “trade and commerce,” and by sub-section 25 that of “naturalization and aliens,” and everything relating to those subjects as affecting the whole Dominion is within the Dominion powers, and no local Legislature can make any statute interfering with either of those subjects.",0.04740457609295845,0.09899277240037918,0.8536026477813721
Crease,"If it does, so far as such interference extends it is illegal and void, and when brought before the Court it is the duty of that tribunal so to adjudge it.

",0.25265541672706604,0.13709835708141327,0.6102462410926819
Crease,"And the converse of this is true when applied to Dominion legislation as affecting the subjects exclusively given by the constitution to the Province. 

",0.13045474886894226,0.06982740014791489,0.7997178435325623
Crease,"Now, applying this test to the statute before us, let us see whether and how far its provisions affect, as is alleged, aliens, or trade, or commerce. 

",0.15619930624961853,0.16530188918113708,0.6784988045692444
Crease,"The aliens in this case being Chinese, the first enquiry must be, what is the object of the Act?",0.05066380649805069,0.02685484290122986,0.9224813580513
Crease,"On applying to the preamble, we find that it looks like a bill of indictment as against a race not suited to live among a civilized nation, and certainly does not prepare one for legislation which would encourage or tolerate their settlement in the country.",0.023198584094643593,0.07636295258998871,0.9004384875297546
Crease,"Indeed, the first lines of the preamble sound an alarm at the multitude of people coming in, who are of the repulsive habits described in the last part of the preamble, and prepares one for measures which should have a tendency to abate that alarm by deterrent influences and enactments which should have the effect of materially lessening the number of such undesirable visitors.",0.060017384588718414,0.2309706062078476,0.709011971950531
Crease,"The provisions of the Act I have given somewhat in extenso bear out that view, and the concurrent and previous local legislation bear out the same impression, for on the same day as this Act was passed, another Act was passed, the very object of which was plainly stated to be ""to prevent the immigration"" of Chinese."" 

",0.0006499502342194319,0.0020236093550920486,0.9973264336585999
Crease,"It interfered with aliens as well as trade and commerce, which cannot subsist among nations without personal intercourse, which such an Act (as far as China was concerned) would have a tendency to prohibit. 

",0.029442602768540382,0.028314676135778427,0.9422426819801331
Crease,"Another statute (of 1878), ""An Act to provide for the better collection of taxes from Chinese,"" which contained several of the stringent provisions which I have described in this Act, such as a special tax specially recoverable by summary and unusual remedies from the Chinese alone, in British Columbia, and enforced by fine and imprisonment and other penal clauses, came before this Court, and in a most conscientious and exhaustive judgment of Mr. Justice Gray, of 23rd September, 1878, in the case of Tai Sing v. Maguire, was declared unconstitutional and ultra vires the Local Legislature, as interfering with aliens and trade and commerce—matters reserved exclusively under the 81st section of the B. N. A. Act to the Dominion.",0.003822902450338006,0.015851294621825218,0.9803257584571838
Crease,"That decision was never appealed from, and was at once acted on by the government as conclusive. 

",0.13417769968509674,0.09330593794584274,0.7725163698196411
Crease,"The position and legislative powers of British Columbia have been in no respect altered in its relations to the legislative powers of the Dominion on the same subjects since that time, though Russell v. The Queen (7 App.",0.15052878856658936,0.12887988984584808,0.7205913066864014
Crease,Cas. 829) and Hodge v. The Queen (9 App.,0.2715897858142853,0.16732162237167358,0.5610886216163635
Crease,Cas. 117) have more fully defined the extent of the powers of the Provincial Legislatures than has hitherto been done; and in the latter case especially.,0.1159098818898201,0.10329392552375793,0.7807961702346802
Crease,"That decision, however, was not before Mr. Gray when he rendered the judgment in Tai Sing v. Maguire.",0.1978565752506256,0.08088360726833344,0.7212597727775574
Crease,"Until reversed or varied, the decision in the Hodge case is law here, and binding on this Court. 

",0.11564283072948456,0.05958598479628563,0.8247711658477783
Crease,"Their lordships say (page 132), with reference to the objection of the appellants there (delegatus non potest delegare):—
""It appears to their lordships, however, that the objection thus raised by the appellants is founded on an entire misconception of the true character and position of the Provincial Legislatures.",0.03196970000863075,0.02916564978659153,0.9388647079467773
Crease,They are in no sense delegates of or acting under any mandate from the Imperial Parliament.,0.34982284903526306,0.13969454169273376,0.5104826092720032
Crease,"When the British North America Act enacted that there should be a Legislature for Ontario"" (for this case we may for ""Ontario"" read ""British Columbia""), ""and that its Legislative Assembly should have exclusive authority to make laws for the Province and for provincial purposes in relation to the matters enumerated in section 92, it conferred powers not in any sense to be exercised by delegation from or as agents of the Imperial Parliament, but authority as plenary and as ample within the limits prescribed by section 92 as the Imperial Parliament in the plenitude of its power possessed and could bestow.",0.059229638427495956,0.13933636248111725,0.8014339804649353
Crease,"Within these limits of subjects and area the Local Legislature is supreme."" 

",0.17087271809577942,0.1715414971113205,0.6575857400894165
Crease,[So far this decision confirms the words of Lord Selborne in R. v. Burah; what follows goes beyond it.],0.04133869335055351,0.017796924337744713,0.9408644437789917
Crease,"""And has the same authority as the Imperial Parliament or the Parliament of the Dominion would have had under like circumstances to confide to a municipal institution or body of its own creation authority to make by-laws or resolutions as to subjects specified in the enactment, and with the object of carrying the enactment into operation and effect."" 

",0.11640571057796478,0.07122690975666046,0.8123673796653748
Crease,"That decision, although in some respects an obiter dictum, as regards this case, makes it clear that within the limits of subjects and the area prescribed by the B. N. A. Act, by section 92, the Legislature of British Columbia is supreme.",0.09870554506778717,0.08215003460645676,0.8191444277763367
Crease,"The basis, then, of our enquiry must be: Is this Chinese Regulation Act of 1884—rather the parts of it objected to—within the limit of subjects and area of section 92, or does it exceed those limits in which it is supreme, and interfere with aliens, trade and commerce in such a manner as to encroach on section 91 or any of its sub-sections?",0.0046598538756370544,0.005659411661326885,0.9896807074546814
Crease,"If so, so far as it does so, it is unconstitutional and ultra vires, and therefore void.",0.3029095232486725,0.1200193464756012,0.5770711302757263
Crease,"Now it does not follow because a local Act touches on these three subjects it therefore interferes with them so as to render it unconstitutional. 

",0.26490187644958496,0.24308761954307556,0.49201056361198425
Crease,"Aliens may be taxed, may be subjected to the same rules and municipal and other by-laws as other inhabitants of British Columbia, and such discrimination in so doing as are allowed in local legislatures between and among different persons and occupations among the whites are quite as applicable to them.",0.6447207927703857,0.17798656225204468,0.17729264497756958
Crease,"These are the only discriminations which the law allows, and these are the permissible discriminations spoken of by Cooley in the portions cited before the Court.",0.0667678564786911,0.12695083022117615,0.8062812685966492
Crease,"During the argument the case of *Lin Sing v. Washburn*, 20 California Reports, 534, was quoted as bearing on this case.",0.29535695910453796,0.11725563555955887,0.5873873829841614
Crease,"There, an Act of the California Legislature passed an Act imposing a capitation tax “on ‘each person, male and female, of the Mongolian race of the age of 18 years and upwards residing in the State,’ accompanying a license almost a *fac simile* of our own, and enforced in much the same way as in the case before us, that, after long and elaborate argument in which the Attorney-General appeared for the State, was determined to be unconstitutional, as it was an interference with trade and commerce, which could be regulated alone by the general government.",0.05463574081659317,0.021721983328461647,0.9236422777175903
Crease,"It was in vain advanced that at least the State had concurrent jurisdiction in matters of taxation relative to its own internal affairs, of which this was one (the same proposition as was advanced by the Attorney-General in this case) in which it had a supreme and autonomous right to legislate.",0.1529512107372284,0.10060214251279831,0.7464466094970703
Crease,"And the grounds of this decision were that the federal constitution had vested in the general government the power to regulate commerce in all its branches (as with us in the Dominion); and this power extends to every species of commercial intercourse, and may be exercised upon persons as well as property (Mr. Justice Field, whose arguments have been reproduced by the Attorney-General before me in this case, dissenting). 

",0.045722655951976776,0.06850390881299973,0.8857734203338623
Crease,"That commerce cannot be carried on without the agency of persons, and the tax, the effect of which is to diminish personal intercourse, is a tax on commerce.",0.1713588535785675,0.23837332427501678,0.5902677774429321
Crease,"If the power to impose such a tax is acknowledged, it being a sovereign power, no limitation can be affixed to its exercise, and it may be so used as not only to diminish but destroy commerce. 

",0.18219083547592163,0.16363409161567688,0.6541750431060791
Crease,"The power asserted in the Act in question (the California Act) is the right of the State to prescribe the terms upon which the Chinese shall be permitted to reside in it, and be so used as to cut off all intercourse between them and the people of the State, and defeat the commercial policy of the nation. 

",0.0003798062971327454,0.008244471624493599,0.991375744342804
Crease,"That the Act could not be maintained as a police regulation; that a branch of the police power had been surrendered to the Federal Government as a part of the power to regulate commerce, and its exercise by a State was incompatible with the authority of the Government. 

",0.07859216630458832,0.13123206794261932,0.7901757955551147
Crease,"That the Chinese might be taxed as other residents, but could not be set apart as special objects of the taxation, and be compelled to contribute to the revenue of the State in the character of foreigners. 

",0.6930419206619263,0.02502315118908882,0.2819349765777588
Crease,"The reports of the higher California courts are of great authority for us on all Chinese questions, for there have been efforts for years past to restrict Chinese immigration in California, and the matter has been constantly before the superior courts there, and the judges there (if we may take the reports as correct) are more than ordinarily skilled in laying down the law correctly in constitutional points of that nature.",0.03879464790225029,0.04575592651963234,0.9154494404792786
Crease,"Indeed, there is no other country which has such experience generally in constitutional law as applicable to a federation of states. 

",0.2863689064979553,0.1728454828262329,0.5407856702804565
Crease,"Of course, in all the observations I make I recognize the now well-known distinction between the relations of a State of the Union to the Federal Government, and our relation as a Province to the Dominion.",0.43230345845222473,0.1782854050397873,0.3894111216068268
Crease,"Still both Federal Governments have reserved to themselves the regulation of trade and commerce and naturalization and aliens; so the analogy is so close as to become almost a direct authority. 

",0.15299668908119202,0.13086500763893127,0.7161383032798767
Crease,"In the *Lin Sin* judgment, p. 579, the learned judge says of the power of taxing foreigners, as in the present *qua* foreigners: “If the power exist it may be exercised upon all foreigners residing in the State, and may be so exercised as to bar the door of foreign commerce as effectually as the Government could do by issuing its man-“date and closing its ports."" 

",0.034399937838315964,0.006557334214448929,0.9590427875518799
Crease,"And again ""to determine whether there is a conflict or not, i.e., of jurisdictions, the power must be considered with reference to its consequences, for its effect when carried out is the only criterion by which a judgment can be formed.",0.13372457027435303,0.15942339599132538,0.7068520784378052
Crease,"""

In another place he says:—""It would be an empty sound to say that the several States cannot pass any law to prevent foreigners from coming here if they may pass laws which will compel such foreigners to depart as soon as they arrive."" 

",0.1563999354839325,0.08169578015804291,0.7619042992591858
Crease,"And again, ""A tax imposed by the law on these persons for the mere right to reside here, is an appropriate and effective means to discourage the immigration of the Chinese into the State.",0.0012006319593638182,0.004937754012644291,0.9938616156578064
Crease,"""

During the argument on the case before me, the Attorney-General claims that this was direct taxation, and a direct tax within the Province, to raise revenue for Provincial purposes, and, therefore *intra vires*; but the question is not one of name but of fact.",0.06342189013957977,0.08369278907775879,0.8528852462768555
Crease,Does it interfere with trade or commerce?,0.31006595492362976,0.14575137197971344,0.5441826581954956
Crease,"Can it be legally imposed on foreigners as foreigners, for even a legal tax in other respects becomes illegal when it goes beyond its proper limits, and interferes with powers exclusively given to the Dominion for the benefit of all? 

",0.0654958114027977,0.12798437476158142,0.8065198063850403
Crease,"In another California case, *In re Tiburcio Parrott*, it is laid down that if the apparent object of a statute is under a pretense of the exercise of constitutional powers to drive Chinese away, the end sought to be obtained being unlawful, the statute is void. 

",0.9674803614616394,0.01725889928638935,0.01526070199906826
Crease,"* it is decided that the true nature and character of legislation must be determined in order to ascertain its legality. 

",0.27742332220077515,0.209819495677948,0.5127571821212769
Crease,"In *Citizens Insurance Co. v. Parsons*, we have to look at the legislation for the same purpose. 

",0.3441706597805023,0.1481705904006958,0.5076587796211243
Crease,"If the legislation here be to drive people from the country, have the local legislature the power?",0.18127644062042236,0.17604264616966248,0.6426808834075928
Crease,Legislation as to aliens is reserved to the Dominion.,0.2428460270166397,0.18474751710891724,0.572406530380249
Crease,"And as to trade and commerce, if the Chinese be driven out an annual loss to the revenue, it appears by the tables in the Chinese Commission Report, of $110,000 will take place; and more than $1,500,000 of property and business be lost to us, besides an injury to trade to an incalculable extent.",0.004685839172452688,0.008822960779070854,0.9864912033081055
Crease,"The amount of business transacted by Chinamen in British Columbia, as revealed by the tables in that Chinese Report, is something which a casual observer would have no idea of. 

",0.16507282853126526,0.25368013978004456,0.5812470316886902
Crease,"The treaties between Great Britain and China, which bind us, have been quoted.",0.2551977336406708,0.13915570080280304,0.605646550655365
Crease,"The treaty of 25th August, 1842, *Hertslet*, Vol. 6, ratified 26th June, 1843, p. 221, and Lord Elgin's treaty of October, 1860, authenticated copies of which were produced in Court, secure to Chinese coming into British dominions the same ""full security for persons and property as subjects of Her Majesty."" 

",0.9938358068466187,0.005312840919941664,0.0008513533393852413
Crease,"*Vattell*, cap. 8, referring to our obligations to foreigners, observes:— ""As soon as the lord of the territory admits strangers into it he engages ""to protect them as his own subjects, and to afford them perfect security as far as depends on him.",0.30738475918769836,0.24602766335010529,0.44658753275871277
Crease,v. Russell* are important authorities in guiding our enquiry as to the nature and effect of local legislation in determining whether and how far the Act under review exceeds the limits within which the local legislature is supreme.,0.22620657086372375,0.26601642370224,0.5077769756317139
Crease,"And as to the equality of taxation, besides *Cooley*, who has been quoted freely on both sides, in *Kent's Commentaries* (8th Ed.), 2nd Vol., 388, it is insisted—""That every person is entitled to be protected in the enjoyment of his property, not only from invasions of it by individuals, but from all unequal and undue assessments on the part of the Government.",0.6458567380905151,0.04599294066429138,0.3081502914428711
Crease,"It is not sufficient that no tax or imposition can be imposed upon the citizens, but by their representatives in the legislature the citizens are entitled to require that the legislature itself shall cause all public taxation to be fair and equal in proportion to the value of 'property"" (and that is what *Cooley* means by apportionment of taxation), ""so that no class of individuals, and no species of property shall be unduly assessed.""",0.3667459487915039,0.17459723353385925,0.45865678787231445
Crease,"The treaties I have quoted between Great Britain and China, binding on the Dominion and on us in British Columbia, secure to the Chinese, just as the treaties between Great Britain and other foreign countries secure to other foreigners, the same rights in regard to the equality of taxation which I have described as being enjoyed by citizens of this country. 

",0.9820937514305115,0.01675407961010933,0.001152161625213921
Crease,"These treaties have the force of international law, and are continued most strongly against the party for whose benefit they are introduced. 

",0.3291493356227875,0.22358527779579163,0.4472654461860657
Crease,"In the case of the Chinese treaties, they were forced at the point of the bayonet on China, to obtain a right for us to enter China, and in return for a similar permission to us, full permission was given for the Chinese to trade and reside in British dominions everywhere. 

",0.13017167150974274,0.0034151761792600155,0.8664131760597229
Crease,"In the treaties of 1858 and 1860, made at the solicitation of Great Britain, the Emperor of China was induced to give permission to his subjects to go and trade and reside ""in British Colonies,"" and to enter into ""engagements with British subjects for that purpose."" 

",0.011175611056387424,0.006611637771129608,0.9822127819061279
Crease,"These obligations are binding here and in other parts of the Dominion under section 132 of the British North America Act, and no Province, or the Dominion itself, can lawfully pass laws interfering with that right without a previous revision of the treaties by the high contracting parties to them for that purpose.",0.05776245519518852,0.05810190364718437,0.8841356635093689
Crease,"Treaties with foreign nations are above all ordinary municipal law, for obvious international reasons, for without such a provision there can be no permanent security, which is the life of all commercial intercourse.",0.26209646463394165,0.1797846108675003,0.5581188797950745
