orig_index,pred_label,confidence
142,NEUTRAL,0.6095415949821472
143,NEGATIVE,0.5038126111030579
144,NEUTRAL,0.7567932605743408
145,NEUTRAL,0.791692316532135
146,NEUTRAL,0.5617451071739197
147,NEUTRAL,0.5121104121208191
148,POSITIVE,0.6150686144828796
149,NEUTRAL,0.832505464553833
150,POSITIVE,0.7371530532836914
151,NEUTRAL,0.9032756686210632
152,NEUTRAL,0.7965167164802551
153,POSITIVE,0.625078022480011
154,POSITIVE,0.901660680770874
155,POSITIVE,0.8908941745758057
156,NEUTRAL,0.8937517404556274
157,NEUTRAL,0.5323187112808228
158,NEUTRAL,0.8403435945510864
159,NEUTRAL,0.8976791501045227
160,NEUTRAL,0.8865678906440735
161,NEUTRAL,0.6381561160087585
162,NEUTRAL,0.7524920701980591
163,NEGATIVE,0.5026332139968872
164,NEUTRAL,0.5729540586471558
165,POSITIVE,0.6472740173339844
166,NEUTRAL,0.6096776127815247
167,NEUTRAL,0.7410391569137573
168,POSITIVE,0.5741204619407654
169,NEUTRAL,0.8219121694564819
170,NEUTRAL,0.8183298707008362
171,NEUTRAL,0.6571402549743652
172,NEUTRAL,0.6355769634246826
173,NEUTRAL,0.8544195890426636
174,NEUTRAL,0.7307278513908386
175,NEUTRAL,0.6392440795898438
176,NEUTRAL,0.6930332183837891
177,NEUTRAL,0.6010832190513611
178,NEUTRAL,0.8342283368110657
179,NEGATIVE,0.5402718782424927
180,NEUTRAL,0.5276407599449158
181,NEGATIVE,0.5501044988632202
182,POSITIVE,0.8590437173843384
183,NEUTRAL,0.6991317272186279
184,NEUTRAL,0.5682559013366699
185,NEUTRAL,0.7097218036651611
186,NEUTRAL,0.595855712890625
187,NEGATIVE,0.5322287678718567
188,POSITIVE,0.514829158782959
189,NEGATIVE,0.4953296184539795
190,NEUTRAL,0.59764564037323
191,NEUTRAL,0.7161349058151245
192,NEGATIVE,0.5570498704910278
193,NEUTRAL,0.6220554709434509
194,NEUTRAL,0.5295448303222656
195,NEUTRAL,0.8214759230613708
196,NEUTRAL,0.8643441796302795
197,NEUTRAL,0.8511868119239807
198,NEUTRAL,0.8344875574111938
199,NEUTRAL,0.5705325603485107
200,NEUTRAL,0.7642320394515991
201,NEGATIVE,0.625799298286438
202,POSITIVE,0.6163498759269714
203,NEUTRAL,0.7280840277671814
204,NEGATIVE,0.5717287063598633
205,NEUTRAL,0.6394985914230347
213,POSITIVE,0.9456980228424072
214,NEUTRAL,0.9252991080284119
215,POSITIVE,0.7761662006378174
227,NEUTRAL,0.8918561339378357
228,NEUTRAL,0.8014371991157532
229,NEUTRAL,0.789580762386322
231,NEUTRAL,0.8817119002342224
232,NEUTRAL,0.8424521684646606
234,NEUTRAL,0.7233021855354309
236,NEUTRAL,0.9103330373764038
237,NEUTRAL,0.7579661011695862
238,NEUTRAL,0.8157379627227783
240,NEUTRAL,0.7330132722854614
241,NEUTRAL,0.7798888683319092
242,NEUTRAL,0.6847586035728455
243,NEUTRAL,0.7828125357627869
245,NEUTRAL,0.8529266715049744
246,NEUTRAL,0.8215083479881287
248,NEUTRAL,0.8097409009933472
252,NEUTRAL,0.6240586042404175
253,NEUTRAL,0.8456687927246094
258,NEUTRAL,0.683264434337616
260,POSITIVE,0.8347073197364807
470,NEUTRAL,0.7821130752563477
471,NEUTRAL,0.7713600397109985
472,NEUTRAL,0.7968869209289551
473,NEUTRAL,0.7362117171287537
474,NEUTRAL,0.6762720346450806
475,NEUTRAL,0.9035440683364868
476,NEUTRAL,0.7609400749206543
477,NEUTRAL,0.8786957859992981
478,NEUTRAL,0.7457796931266785
479,NEUTRAL,0.6739040613174438
480,NEUTRAL,0.8791045546531677
481,NEUTRAL,0.7041860818862915
482,NEUTRAL,0.8683812618255615
483,NEUTRAL,0.8462418913841248
484,NEUTRAL,0.8759865760803223
485,POSITIVE,0.5784252882003784
486,POSITIVE,0.5435812473297119
487,NEUTRAL,0.9022882580757141
488,NEUTRAL,0.8688871264457703
489,NEUTRAL,0.8628572225570679
490,NEUTRAL,0.5230692028999329
491,NEUTRAL,0.917913019657135
492,NEUTRAL,0.8469505310058594
493,NEUTRAL,0.8874707818031311
494,NEUTRAL,0.8261944055557251
495,NEUTRAL,0.655667245388031
496,POSITIVE,0.5234891176223755
497,NEUTRAL,0.5836887359619141
498,NEUTRAL,0.824299693107605
499,NEUTRAL,0.8507775664329529
500,NEUTRAL,0.8318383097648621
501,NEUTRAL,0.7501617074012756
502,NEUTRAL,0.8615829944610596
503,POSITIVE,0.5457238554954529
504,POSITIVE,0.762850821018219
505,NEUTRAL,0.8945887684822083
506,NEUTRAL,0.8326881527900696
507,POSITIVE,0.829308807849884
508,NEUTRAL,0.7511773109436035
509,POSITIVE,0.5064290165901184
510,NEUTRAL,0.7781531810760498
511,NEUTRAL,0.6919852495193481
512,NEUTRAL,0.7959449887275696
513,NEGATIVE,0.7151091694831848
514,NEUTRAL,0.8853403925895691
515,NEUTRAL,0.8319902420043945
516,NEUTRAL,0.8291975259780884
517,NEUTRAL,0.6754183769226074
518,NEUTRAL,0.9080685377120972
519,NEUTRAL,0.73652184009552
520,NEGATIVE,0.6837872862815857
521,NEUTRAL,0.8241370320320129
522,NEUTRAL,0.6989223957061768
523,NEUTRAL,0.7515272498130798
524,NEUTRAL,0.7117536067962646
525,NEUTRAL,0.9037864804267883
526,NEUTRAL,0.8617925643920898
527,NEUTRAL,0.916914701461792
528,POSITIVE,0.5301398634910583
529,NEUTRAL,0.8894880414009094
530,NEUTRAL,0.8947085738182068
531,NEUTRAL,0.5920315980911255
532,NEUTRAL,0.739348828792572
533,NEUTRAL,0.8398903608322144
534,NEUTRAL,0.636865496635437
535,POSITIVE,0.5484039187431335
536,POSITIVE,0.6298299431800842
537,POSITIVE,0.9145874381065369
538,NEUTRAL,0.875845730304718
539,NEUTRAL,0.9195557832717896
540,NEUTRAL,0.7451414465904236
541,NEUTRAL,0.9188857078552246
542,NEUTRAL,0.6245390772819519
543,POSITIVE,0.6496630907058716
544,NEUTRAL,0.8236866593360901
545,NEUTRAL,0.6965099573135376
546,NEUTRAL,0.8782157301902771
547,NEUTRAL,0.9400233030319214
548,NEUTRAL,0.8154920339584351
549,NEUTRAL,0.6831875443458557
550,NEUTRAL,0.6714385747909546
551,POSITIVE,0.5095533132553101
552,NEUTRAL,0.6500296592712402
553,NEUTRAL,0.7159364819526672
554,NEUTRAL,0.8941757678985596
555,NEUTRAL,0.7835959196090698
556,NEUTRAL,0.8280523419380188
557,NEUTRAL,0.8470321893692017
558,POSITIVE,0.5392246842384338
559,NEUTRAL,0.8768882155418396
560,NEUTRAL,0.9307918548583984
561,POSITIVE,0.5462249517440796
562,NEUTRAL,0.8005285859107971
563,NEUTRAL,0.6701546907424927
564,NEUTRAL,0.8855602145195007
565,NEUTRAL,0.8678063154220581
566,NEUTRAL,0.7167094945907593
567,POSITIVE,0.6232516169548035
568,NEUTRAL,0.6197169423103333
569,NEUTRAL,0.8816527128219604
570,NEUTRAL,0.8404342532157898
571,POSITIVE,0.5403751134872437
572,POSITIVE,0.5732985734939575
573,POSITIVE,0.5029253959655762
574,NEUTRAL,0.8395782113075256
575,NEUTRAL,0.863070011138916
576,NEUTRAL,0.5478731989860535
577,NEUTRAL,0.7898797392845154
578,NEUTRAL,0.6935189962387085
579,NEUTRAL,0.7269399762153625
580,POSITIVE,0.5263607501983643
581,NEUTRAL,0.8047375082969666
582,NEUTRAL,0.8506172895431519
583,NEUTRAL,0.8381671905517578
584,NEUTRAL,0.6422602534294128
585,NEUTRAL,0.7266973257064819
586,NEUTRAL,0.8593494296073914
587,NEUTRAL,0.8597560524940491
588,NEUTRAL,0.7383469939231873
589,NEUTRAL,0.9008872509002686
590,NEUTRAL,0.6480768322944641
591,NEUTRAL,0.6490171551704407
592,NEUTRAL,0.8980497121810913
593,NEUTRAL,0.8760045170783997
594,NEUTRAL,0.8379642367362976
595,NEUTRAL,0.8965408205986023
596,NEUTRAL,0.6299768686294556
597,NEUTRAL,0.8880194425582886
598,NEUTRAL,0.8529224991798401
599,NEUTRAL,0.6304751634597778
600,NEUTRAL,0.8563900589942932
601,NEUTRAL,0.9193087816238403
602,NEUTRAL,0.9313482642173767
603,NEUTRAL,0.9337772130966187
604,NEUTRAL,0.9376219511032104
605,NEUTRAL,0.8538711071014404
606,NEUTRAL,0.779514729976654
607,NEUTRAL,0.8919752240180969
608,NEUTRAL,0.6433601379394531
609,POSITIVE,0.7422685027122498
610,NEUTRAL,0.790269672870636
611,NEUTRAL,0.845607578754425
612,NEUTRAL,0.7743035554885864
613,NEUTRAL,0.885926365852356
614,POSITIVE,0.7256929874420166
615,NEUTRAL,0.8787860870361328
616,NEUTRAL,0.8898687958717346
617,NEUTRAL,0.8877640962600708
618,NEUTRAL,0.7522146701812744
619,NEUTRAL,0.5885324478149414
620,NEUTRAL,0.8739519715309143
621,NEUTRAL,0.7850677371025085
622,NEUTRAL,0.7450127601623535
623,NEUTRAL,0.7206647992134094
624,NEUTRAL,0.7198581695556641
625,NEUTRAL,0.6206911206245422
626,NEUTRAL,0.5800294280052185
627,NEUTRAL,0.7715060114860535
628,POSITIVE,0.9074009656906128
629,NEUTRAL,0.8528088331222534
630,NEUTRAL,0.8620843291282654
631,POSITIVE,0.8803796172142029
632,NEUTRAL,0.8392674326896667
633,NEUTRAL,0.8282462358474731
634,NEUTRAL,0.9121528267860413
635,NEUTRAL,0.9155099391937256
636,NEUTRAL,0.5111567378044128
637,NEUTRAL,0.7262017726898193
638,NEUTRAL,0.6445567011833191
639,NEUTRAL,0.9263561367988586
640,NEUTRAL,0.8769015073776245
641,NEUTRAL,0.744981050491333
642,NEUTRAL,0.768891453742981
643,POSITIVE,0.8091153502464294
644,NEUTRAL,0.8169288039207458
645,NEUTRAL,0.8785461187362671
646,POSITIVE,0.5284674763679504
647,NEUTRAL,0.603408694267273
648,NEUTRAL,0.729434072971344
649,NEUTRAL,0.7243995666503906
650,NEUTRAL,0.8083488345146179
651,NEUTRAL,0.8964851498603821
652,NEUTRAL,0.5833272337913513
653,NEUTRAL,0.4979023039340973
654,NEUTRAL,0.7977645993232727
655,NEUTRAL,0.8392255306243896
656,NEUTRAL,0.7088281512260437
657,NEUTRAL,0.7901081442832947
658,POSITIVE,0.6766645908355713
659,NEUTRAL,0.6811097860336304
660,NEUTRAL,0.8111046552658081
661,NEUTRAL,0.8111895322799683
662,POSITIVE,0.7307829856872559
663,NEUTRAL,0.8288552761077881
664,NEUTRAL,0.8762953281402588
665,NEUTRAL,0.8562703132629395
666,NEUTRAL,0.6997940540313721
667,NEUTRAL,0.8681588172912598
668,NEUTRAL,0.9060187339782715
669,NEUTRAL,0.6154922842979431
670,NEUTRAL,0.8792830109596252
671,NEUTRAL,0.9093043208122253
672,NEUTRAL,0.8908934593200684
673,NEUTRAL,0.6988875269889832
674,NEUTRAL,0.8371371626853943
675,NEUTRAL,0.6899957656860352
676,NEUTRAL,0.715620756149292
677,NEUTRAL,0.8486934304237366
678,NEUTRAL,0.8209816217422485
679,NEUTRAL,0.9004440307617188
680,NEUTRAL,0.8774489164352417
681,NEUTRAL,0.933176577091217
682,NEUTRAL,0.7285836935043335
683,POSITIVE,0.7876653075218201
684,NEUTRAL,0.8285958170890808
685,NEUTRAL,0.9140059947967529
686,NEUTRAL,0.7521806955337524
687,NEUTRAL,0.8699183464050293
688,NEUTRAL,0.7948484420776367
689,NEUTRAL,0.647484540939331
690,NEUTRAL,0.9229252338409424
691,NEUTRAL,0.67697674036026
692,NEUTRAL,0.8684776425361633
693,NEUTRAL,0.688224732875824
694,NEUTRAL,0.8727091550827026
695,NEUTRAL,0.7269670963287354
696,NEUTRAL,0.8033522963523865
697,NEUTRAL,0.6560632586479187
698,NEUTRAL,0.7445641160011292
699,NEUTRAL,0.8664654493331909
700,POSITIVE,0.6838513612747192
701,NEUTRAL,0.9298067688941956
702,NEUTRAL,0.8527613878250122
703,NEUTRAL,0.8309252262115479
704,NEUTRAL,0.7999155521392822
705,NEUTRAL,0.7360628247261047
706,NEUTRAL,0.735292375087738
707,NEUTRAL,0.6936941146850586
708,NEUTRAL,0.9175952672958374
709,NEUTRAL,0.7818442583084106
710,NEUTRAL,0.7531543970108032
711,NEUTRAL,0.8786555528640747
712,NEUTRAL,0.79734867811203
713,NEUTRAL,0.9100205898284912
714,NEUTRAL,0.5487082004547119
715,NEUTRAL,0.9462580680847168
716,NEUTRAL,0.9142397046089172
717,NEUTRAL,0.9126622080802917
718,NEUTRAL,0.7368957996368408
719,NEUTRAL,0.8488466143608093
720,NEUTRAL,0.8270885348320007
721,NEUTRAL,0.511163055896759
722,POSITIVE,0.6058151125907898
723,POSITIVE,0.5559608936309814
724,NEUTRAL,0.5920029878616333
725,NEUTRAL,0.8565645217895508
726,NEUTRAL,0.9054988026618958
727,NEUTRAL,0.8661379218101501
728,NEUTRAL,0.8663703203201294
729,NEUTRAL,0.8562628030776978
730,NEUTRAL,0.8760485053062439
731,NEUTRAL,0.7412810921669006
732,POSITIVE,0.6927441358566284
733,NEUTRAL,0.8520894050598145
734,NEUTRAL,0.9013563394546509
735,NEUTRAL,0.8555520176887512
736,NEUTRAL,0.5746432542800903
737,NEUTRAL,0.6092601418495178
738,NEUTRAL,0.8080809116363525
739,NEUTRAL,0.5530772805213928
740,NEUTRAL,0.7141188383102417
741,NEUTRAL,0.9201352596282959
742,NEUTRAL,0.840563178062439
743,NEUTRAL,0.7943599820137024
744,NEUTRAL,0.9078131914138794
745,NEUTRAL,0.8762703537940979
746,NEUTRAL,0.6230445504188538
747,NEUTRAL,0.885869562625885
748,NEUTRAL,0.9223589897155762
749,NEUTRAL,0.8955531716346741
750,POSITIVE,0.518614649772644
751,NEUTRAL,0.8828490972518921
752,POSITIVE,0.8377819061279297
754,POSITIVE,0.8313702344894409
756,POSITIVE,0.9726072549819946
757,NEUTRAL,0.6275252103805542
758,NEUTRAL,0.8258305788040161
759,NEUTRAL,0.637757420539856
760,NEUTRAL,0.9128191471099854
761,NEUTRAL,0.6126003861427307
762,NEUTRAL,0.9289049506187439
763,NEUTRAL,0.9079405665397644
764,NEUTRAL,0.5017673969268799
765,POSITIVE,0.7966805696487427
766,POSITIVE,0.5919339656829834
767,NEUTRAL,0.8044589161872864
768,NEUTRAL,0.7410908341407776
769,POSITIVE,0.5073477625846863
770,NEUTRAL,0.6425691843032837
771,NEUTRAL,0.8669323921203613
772,NEUTRAL,0.6589310765266418
773,NEUTRAL,0.5030372142791748
774,NEUTRAL,0.8735681176185608
775,NEUTRAL,0.6692098379135132
776,NEUTRAL,0.726216733455658
779,POSITIVE,0.9802106022834778
781,POSITIVE,0.9898688793182373
782,POSITIVE,0.8059217929840088
783,POSITIVE,0.982282817363739
786,NEUTRAL,0.8507307171821594
788,POSITIVE,0.912369966506958
789,POSITIVE,0.9252151250839233
790,POSITIVE,0.9623686671257019
792,POSITIVE,0.9800527691841125
793,POSITIVE,0.9516875743865967
794,POSITIVE,0.9855614304542542
798,POSITIVE,0.8551514148712158
2280,NEUTRAL,0.8097898960113525
2285,POSITIVE,0.6135942935943604
2289,POSITIVE,0.49515002965927124
2422,NEUTRAL,0.8316540122032166
2432,NEUTRAL,0.5749741196632385
2471,NEUTRAL,0.531169056892395
2472,NEUTRAL,0.8552130460739136
2473,NEUTRAL,0.698448896408081
2474,NEGATIVE,0.5678346157073975
2475,NEUTRAL,0.6874953508377075
2476,NEUTRAL,0.8591143488883972
2477,NEUTRAL,0.7434490919113159
2478,NEUTRAL,0.8309488296508789
2479,NEUTRAL,0.862037718296051
2481,POSITIVE,0.5498625040054321
2482,NEUTRAL,0.5083003044128418
2483,NEUTRAL,0.8255198001861572
2484,NEUTRAL,0.8426096439361572
2485,NEUTRAL,0.6792169809341431
2486,NEUTRAL,0.7433972358703613
2487,NEUTRAL,0.7889218926429749
2488,NEUTRAL,0.7034749984741211
2489,NEUTRAL,0.8856289386749268
2490,NEUTRAL,0.8969138860702515
2491,NEUTRAL,0.6608605980873108
2492,NEUTRAL,0.8282791972160339
2493,NEUTRAL,0.8750600218772888
2494,NEUTRAL,0.8160264492034912
2495,NEUTRAL,0.7313051223754883
2496,POSITIVE,0.5239940285682678
2497,NEUTRAL,0.808501660823822
2498,NEUTRAL,0.7172832489013672
2499,NEUTRAL,0.7021849751472473
2500,NEUTRAL,0.7280877828598022
2501,NEUTRAL,0.5356174111366272
2502,POSITIVE,0.8340907096862793
2503,NEGATIVE,0.7172014117240906
2504,NEUTRAL,0.6224680542945862
2505,NEUTRAL,0.9059423804283142
2506,NEUTRAL,0.6839929819107056
2507,NEUTRAL,0.5975062847137451
2508,NEUTRAL,0.622908890247345
2509,NEUTRAL,0.7680813074111938
2510,NEUTRAL,0.7917439341545105
2511,NEUTRAL,0.7980190515518188
2512,NEUTRAL,0.7931864857673645
2513,NEGATIVE,0.5011599659919739
2514,NEUTRAL,0.8460850119590759
2515,NEUTRAL,0.6611675024032593
2516,NEUTRAL,0.8731564879417419
2517,NEUTRAL,0.8493184447288513
2518,POSITIVE,0.8238334059715271
2519,NEUTRAL,0.9128401279449463
2520,NEUTRAL,0.7549064755439758
2521,NEUTRAL,0.9374948143959045
2522,NEUTRAL,0.8479621410369873
2523,NEUTRAL,0.6516327261924744
2524,POSITIVE,0.5606582164764404
2525,NEUTRAL,0.7622649073600769
2526,NEUTRAL,0.857846736907959
2527,NEUTRAL,0.9284100532531738
2528,NEUTRAL,0.8087929487228394
2529,NEUTRAL,0.7654424905776978
2530,NEUTRAL,0.6760886907577515
2531,NEUTRAL,0.8647024035453796
2532,NEUTRAL,0.5606430768966675
2533,NEUTRAL,0.8956546187400818
2534,NEUTRAL,0.8065627217292786
2535,NEUTRAL,0.8590939044952393
2536,NEUTRAL,0.843691349029541
2537,NEUTRAL,0.5821883082389832
2538,NEUTRAL,0.9323832988739014
2539,NEUTRAL,0.8429428339004517
2540,NEUTRAL,0.8887140154838562
2541,NEUTRAL,0.8444538712501526
2542,NEUTRAL,0.6778590679168701
2543,NEUTRAL,0.820507824420929
2544,NEUTRAL,0.6678376793861389
2545,NEUTRAL,0.5443324446678162
2546,NEUTRAL,0.7410135269165039
2547,NEUTRAL,0.8181379437446594
2548,NEUTRAL,0.8961383104324341
2549,POSITIVE,0.7005283236503601
2550,POSITIVE,0.6590783596038818
2551,NEUTRAL,0.7012820243835449
2552,NEUTRAL,0.8278905153274536
2553,NEUTRAL,0.6529423594474792
2554,NEUTRAL,0.8781734704971313
2555,NEUTRAL,0.6037288308143616
2556,NEGATIVE,0.7459560036659241
2557,NEUTRAL,0.5548369288444519
2558,NEUTRAL,0.7819420099258423
2559,NEUTRAL,0.6237632036209106
2560,NEUTRAL,0.8975861668586731
2561,NEUTRAL,0.7456663846969604
2562,NEUTRAL,0.7809566855430603
2563,NEUTRAL,0.882013738155365
2564,NEUTRAL,0.6149805188179016
2565,NEUTRAL,0.6567983031272888
2566,NEUTRAL,0.9341592192649841
2567,NEUTRAL,0.904334545135498
2568,NEUTRAL,0.9096667170524597
2569,NEUTRAL,0.7155725359916687
2570,NEUTRAL,0.8768391609191895
2571,NEUTRAL,0.9103052020072937
2572,NEUTRAL,0.6824944615364075
2573,NEUTRAL,0.5163222551345825
2574,NEUTRAL,0.6445218324661255
2575,NEGATIVE,0.5142379403114319
2576,NEUTRAL,0.8338572978973389
2577,NEUTRAL,0.871147096157074
2578,NEUTRAL,0.8812440633773804
2579,NEUTRAL,0.6870195865631104
2580,POSITIVE,0.7867955565452576
2581,NEUTRAL,0.890029788017273
2582,NEUTRAL,0.9153454303741455
2583,NEUTRAL,0.901343584060669
2584,NEUTRAL,0.8736144304275513
2585,POSITIVE,0.6215236783027649
2586,NEUTRAL,0.6630129218101501
2587,NEUTRAL,0.7846544981002808
2588,NEUTRAL,0.9114266037940979
2589,NEUTRAL,0.8485801219940186
2590,NEUTRAL,0.8772059082984924
2591,NEGATIVE,0.5699402689933777
2592,POSITIVE,0.7502888441085815
2593,NEUTRAL,0.5995751619338989
2594,NEUTRAL,0.8842767477035522
2595,NEUTRAL,0.7113430500030518
2596,NEUTRAL,0.825779378414154
2597,NEUTRAL,0.7250972390174866
2598,NEUTRAL,0.5852655172348022
2599,NEUTRAL,0.8896322250366211
2600,NEUTRAL,0.8701322078704834
2601,NEUTRAL,0.7850551605224609
2602,POSITIVE,0.6035271286964417
2603,NEUTRAL,0.7407999038696289
2604,NEUTRAL,0.7001602053642273
2605,NEUTRAL,0.7026615738868713
2606,NEUTRAL,0.5518644452095032
2607,NEUTRAL,0.7122587561607361
2608,POSITIVE,0.5675833821296692
2609,NEUTRAL,0.7088404297828674
2610,NEUTRAL,0.8130486011505127
2611,POSITIVE,0.5962526202201843
2612,POSITIVE,0.5815001130104065
2613,NEUTRAL,0.5390264391899109
2614,NEUTRAL,0.7928623557090759
2615,NEUTRAL,0.7894979119300842
2616,NEUTRAL,0.8115103244781494
2617,NEUTRAL,0.7869073152542114
2618,NEUTRAL,0.7726488709449768
2619,NEUTRAL,0.880196750164032
2620,NEUTRAL,0.8136346340179443
2621,NEUTRAL,0.9135614633560181
2622,NEUTRAL,0.8559388518333435
2623,NEUTRAL,0.8695901036262512
2624,NEUTRAL,0.9131783843040466
2625,NEUTRAL,0.8155860304832458
2626,NEUTRAL,0.8775802254676819
2627,NEUTRAL,0.8783411979675293
2628,NEUTRAL,0.8885637521743774
2629,NEGATIVE,0.5297348499298096
2630,NEUTRAL,0.8202177286148071
2631,NEGATIVE,0.6306002736091614
2632,NEUTRAL,0.8901094794273376
2633,NEUTRAL,0.7143257260322571
2634,NEUTRAL,0.8577823638916016
2635,NEUTRAL,0.5591397285461426
2636,NEUTRAL,0.8880865573883057
2637,NEUTRAL,0.7052298784255981
2638,NEUTRAL,0.7942591905593872
2639,NEUTRAL,0.5624359846115112
2640,NEUTRAL,0.8973778486251831
2641,NEUTRAL,0.7881091237068176
2642,NEUTRAL,0.8997499346733093
2643,NEUTRAL,0.917539119720459
2644,NEUTRAL,0.5368692874908447
2645,NEUTRAL,0.8324321508407593
2646,NEUTRAL,0.8174686431884766
2647,NEUTRAL,0.5710657835006714
2648,NEUTRAL,0.9205918908119202
2649,NEUTRAL,0.8178602457046509
2650,NEUTRAL,0.8911099433898926
2651,NEUTRAL,0.82431560754776
2652,NEUTRAL,0.6096808314323425
2653,NEUTRAL,0.8716190457344055
2654,NEUTRAL,0.614037275314331
2655,NEUTRAL,0.7513571381568909
2656,NEUTRAL,0.8627198338508606
2657,NEUTRAL,0.9063282608985901
2658,NEUTRAL,0.910977303981781
2659,NEUTRAL,0.7120793461799622
2660,NEUTRAL,0.8972722291946411
2661,NEUTRAL,0.7029985189437866
2662,NEUTRAL,0.9244958162307739
2663,NEUTRAL,0.9190617799758911
2664,POSITIVE,0.7374985814094543
2665,NEUTRAL,0.8581656813621521
2666,POSITIVE,0.5746169090270996
2667,NEUTRAL,0.8930009603500366
2668,NEUTRAL,0.787937343120575
2669,NEUTRAL,0.83653324842453
2670,NEGATIVE,0.5502267479896545
2671,POSITIVE,0.4973723292350769
2672,NEUTRAL,0.8819130659103394
2673,NEUTRAL,0.870483934879303
2674,NEUTRAL,0.8155695199966431
2675,NEUTRAL,0.7906255125999451
2676,NEUTRAL,0.7011631727218628
2677,NEUTRAL,0.6729812026023865
2678,NEUTRAL,0.9013912081718445
2679,POSITIVE,0.8221549987792969
2680,NEUTRAL,0.870857298374176
2681,NEUTRAL,0.8917149901390076
2682,POSITIVE,0.5466592311859131
2683,NEUTRAL,0.7007881999015808
2684,NEUTRAL,0.7913006544113159
2685,NEUTRAL,0.8823306560516357
2686,NEUTRAL,0.8321932554244995
2687,NEUTRAL,0.8987920880317688
2688,NEUTRAL,0.9070257544517517
2689,NEUTRAL,0.8689071536064148
2690,NEUTRAL,0.8787925839424133
2691,NEUTRAL,0.5312129855155945
2692,NEUTRAL,0.8654756546020508
2693,NEUTRAL,0.846865713596344
2694,NEUTRAL,0.8565012216567993
2695,NEGATIVE,0.7203617691993713
2696,NEUTRAL,0.8330073952674866
2697,NEUTRAL,0.9290900230407715
2698,NEUTRAL,0.8468023538589478
2699,NEUTRAL,0.7953534722328186
2700,NEUTRAL,0.5587590336799622
2701,NEUTRAL,0.73211270570755
2702,NEUTRAL,0.8775091171264648
2703,NEUTRAL,0.8779780864715576
2705,NEUTRAL,0.827204167842865
2706,NEUTRAL,0.804746687412262
2707,NEUTRAL,0.7937619686126709
2708,NEUTRAL,0.8496260046958923
2709,POSITIVE,0.6911357641220093
2710,NEUTRAL,0.8956533670425415
2711,NEUTRAL,0.740105152130127
2712,NEUTRAL,0.8118690848350525
2713,POSITIVE,0.596172571182251
2714,NEUTRAL,0.8289262652397156
2715,NEUTRAL,0.7979304790496826
2716,NEUTRAL,0.8981701135635376
2717,NEUTRAL,0.7392705082893372
2718,NEGATIVE,0.5143011212348938
2719,NEUTRAL,0.7427574992179871
2720,NEUTRAL,0.8079972267150879
2721,NEGATIVE,0.5100240111351013
2722,NEUTRAL,0.8817230463027954
2723,NEUTRAL,0.7706893682479858
2724,POSITIVE,0.7418645620346069
2725,NEUTRAL,0.8822031021118164
2726,POSITIVE,0.648647129535675
2727,NEUTRAL,0.7749186754226685
2728,POSITIVE,0.6295760869979858
2729,NEUTRAL,0.8131747841835022
2730,NEUTRAL,0.8317270874977112
2731,NEUTRAL,0.8860247731208801
2732,NEUTRAL,0.87984299659729
2733,NEUTRAL,0.871222734451294
2734,NEUTRAL,0.7168671488761902
2735,NEUTRAL,0.5677919983863831
2736,NEUTRAL,0.786942720413208
2737,NEUTRAL,0.6759273409843445
2738,POSITIVE,0.5470085740089417
