complaint_id,product,issue,state,date_received,narrative
6653455,Debt collection,Communication tactics,GA,2023-03-06,"On Monday XX/XX/2023 at XXXX I began to receive repeated text messages from multiple numbers. ( XXXX ) XXXX, ( XXXX ) XXXX, ( XXXX ) XXXX, ( XXXX ) XXXX, ( XXXX ) XXXX, ( XXXX ) XXXX, ( XXXX ) XXXX, ( XXXX ) XXXX. 12 text messages in total! The texts read XXXX A notice from Wakefield and Associates, a debt collector. Password is 5 digit zip code. Reply HELP for info or STOP to end. 
I have been instructed to never reply to these type messages as this only provides them with notification to continue the harassment. 
I have NOT received any type of notification from Wakefield and Associates identifying any creditors who I am supposed to owe. I have no ideal what this is all about. 
I have printed the messages and forwarded them to my attorney to see what legal action to pursue against this business."
6673498,Debt collection,Communication tactics,TX,2023-03-09,"I was called frequently and when trying to get clarification on the issue, I was verbally abused and told to provide information in places that were not safe. When I tried to tell them would review when I got home I was yelled at and told to provide my credit to them over the phone even though they knew I was in a public place."
6635392,Student loan,Dealing with your lender or servicer,KY,2023-03-01,"I requested a refund of voluntary payments made during the pandemic in XX/XX/2022. 
I was told that they could not provide me with a confirmation number or any specific details about my request, however they did provide me with the amount coming back to me. 
It is now XXXX, and I still havent received anything. Was told today this shouldnt take longer than 60 days and asked if I wanted to be transferred to resolutions. Have been on hold with them ( is this a real department?? ) for XXXX and counting. 
I understand MOHELA is getting the bad end of the student loan reform deal but they need to process these refunds for voluntary payments made in a timely manner. This is a federal program and MOHELA needs to adhere to the rules."
6632571,"Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,CA,2023-03-02,"It is EXPERIANSs duty pursuant to the FCRA to be reporting correct and accurate information on my credit report and file, however they are NOT. EXPERIAN is reporting 1 inaccurate late payment for the XXXX account ending in XXXX. This includes a 30 day late payment posted in XX/XX/2023. This is incorrect and is supposed to be reported as PAID AS AGREED. Furthermore, pursuant to 15 U.S.C.1681a ( d ) ( 2 ) ( A ) ( i ), a consumer report does NOT contain information solely as to transactions or experiences between the consumer and the person making the report. A transaction constitutes this late payment resulting in EXPERIAN violating my federally protected consumer rights. To add to this, I did NOT give EXPERIAN written instruction/permission to furnish this inaccurate late payment on my consumer report or file, violating 15 U.S.C. 1681b ( a ) ( 2 ). It is clear that EXPERIAN has violated my federally protected consumer rights under the FCRA and the inaccurate reporting is causing me and my reputation severe harm and discrimination."
6671233,Credit card or prepaid card,Problem with a purchase shown on your statement,CA,2023-03-10,On XX/XX/23 I purchased 4 XXXX concert tickets my credit card by Navy Federal ending in XXXX. A few days later on XX/XX/23 I believe another charge for tickets for the XXXX concert shows up again on my card ending in XXXX
6672650,Credit card or prepaid card,Problem with a purchase shown on your statement,CA,2023-03-09,"My wallet and a cell phone were stolen from my car 2 months ago. I immediately reported to credit card companies. The thief used my cards to purchase expensive items. I filed a police report soon after. There were 6 credit cards/debit cards in my wallet. All companies gave me credit back for the fraudulent usages but Bank of America Mastercard has refused to give me credit for the charges totaling {$17000.00}. They said they did not approve my claim because the charges were made "" by the guarantor and/or authorized user ''. I am the only such person and I did not make the purchases nor I did not authorize such usage to anyone. I provided all necessary information including the police report. I went through this struggle with the credit card company 3 times already and they do not seem to budge and they are trying to force me to pay for the obvious fraudulent charges. I need help from your bureau."
6682739,Debt collection,Communication tactics,TX,2023-03-12,"I already contacted consumer finance about this and the company said they would quit contacting me but they have not. Also, they did not answer as to whether or not they were going to cancel the debt. I advised I had no proof of this debt other than XXXX saying I owe it. I have no business with XXXX. They have no proof I owe this money. I asked them to give proof I owe it and I would pay it. They have yet to offer up proof other than their word. A stranger on XXXX XXXX can say I owe money to them but, they are a stranger without a relationship to me. I have no proof. Attached you will find their bill, my letter to them, their letter with the itemized bill and my certified mail receipt. You will note the itemized bill states "" You are not being asked to pay the itemized amounts listed above. The amount you owe after all insurance payments and adjustments will be on your hospital bill. '' I never received such bill or it would have been paid."
6675578,Credit card or prepaid card,Problem with a purchase shown on your statement,FL,2023-03-10,"We purchase a mattress on XXXX last year, we cancel the order and recived a confirmation of cancelation from the company, we asked to refund our credit card and the credit car it is refusing to gives our money back. We dont understand why we need to pay something that we do not have. It does not make senses. 
the credit card company is Synchrony"
6654141,Debt collection,Communication tactics,NY,2023-03-06,"I am receiving repeated phone calls with no voicemails left from Upgrade, a loan company. They are calling from various different phone numbers in Arizona : XXXX ; XXXX ; XXXX ; XXXX ; and others. No message is left."
6645812,Debt collection,Communication tactics,CA,2023-03-04,"I have an attorney and I'm filing for bankruptcy. They have known this for months now. But I have still received calls and letters. I am XXXX XXXX XXXX and I have problems with a family member causing me great stress I do not want this stress too. please help. 
Thank you. 

This is from XXXX debt but the collector is NOT XXXX. XXXX would NEVER act like this! thank you."
6635065,"Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,MD,2023-03-01,"Reviewing my account and payment history. Capital One is reporting a late payment to both XXXX and XXXX for the month of XXXX. This information is false, and the history shows where I even paid extra for that specific month. I will attach the payment history from their own website. 

I attempted to reach out to Capital One on numerous days, only to be hung up during an automated transfer several times. I tried their chat system, and it directed me to call. They are also not reporting all of my payments monthly on my consumer report. 

The law states this information has to be 100 % accurate, or it must be removed or deleted. 
I am requesting that it be deleted from both my XXXX and XXXX consumer report. Furthermore, I did not give them permission to furnish this info to the reporting agencies. 

FCRA 15 USC 1681 ( 2 ) ( a ) ( i ) state this information is to be excluded from being reported to any consumer reporting agency."
6661543,Debt collection,Communication tactics,NJ,2023-03-07,"Portfolio recovery, a debt collector keeps calling me multiple times a day every single day, when I block a number they call me from they call me from a different number. This has been going on for YEARS now. The debt started with XXXX XXXX, which I DID NOT take those credit cards out, my ex boyfriend did and ran them up {$4000.00} on each card. I contacted XXXX XXXX and explained it was fraud and they told me that there is nothing they can do I'm responsible for paying it, long story short they cut the debt in half, I paid around 55 % of the debt and I told them I am NOT paying anymore because I should of had to give them a cent in the first place. Now portfolio recovery will NOT stop harassing me! Something needs to be done or I will take legal action. Please help me."
6631793,"Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,FL,2023-03-01,"Dear CFPB, Please assist - I have absolutely no knowledge of the alleged debts listed on my credit report. I never sat across a table from any of the alleged creditors and debt collectors and never entered into a contract with any receiving a meeting of the minds. 

I opened up my mail to find that credit had been applied to in my name. I immediately reported this to the FTC so that the bureaus can rectify the situation."
6648736,Student loan,Dealing with your lender or servicer,GA,2023-03-04,"I am a co-signer on a private school loan for my daughter. We took the loan out in XXXX and Ive been making payments on the loan since XXXX or XXXX. I cant recollect definitively when loan payments began, but I believe around around XXXX or XXXX, I did experience a financial hardship where I had request forbearance XXXX times from loan server AES. The loan is owned by National Collegiate Trust XXXX XXXX, and after a decade of on-time payments by me ( post forbearance request ) Ive been denied co-signer release benefit at least 3 times citing forbearance, even XXXX time is a disqualifying event for co-signer release per their terms. The loan was initially executed through XXXX XXXXXXXX XXXX. I did not know the loan by XXXX was even owned by NCT until years later when I initially starting inquiring about a co-signer release. I have never received documentation from XXXX or AES regarding the loan terms which supposedly include the forbearance stipulation."
6640785,Credit card or prepaid card,Problem with a purchase shown on your statement,CA,2023-03-02,"To whom in may concern, Thank you for taking the time to help me out with this matter. 

This case concerns Citibank/Citi.com 's unwillingness to assist me with a dispute they incorrectly filed and closed. 

I called Citi to get some help filing a dispute because their website was glitching. One of Citi 's representatives filed the case incorrectly, and no proof was submitted. I called multiple times in XXXX, and multiple agents repeatedly told me that a correction would be made and I would have a chance to submit supporting documents, and the dispute team would contact me. But to my surprise, the case was closed. 

After contacting them multiple times, again, and submitting all the proof, they re-opened the case. But today, on XX/XX/2023, Citi closed the case with incorrect info, saying I've received the full refund already when I clearly haven't. The image "" Citi Denied '' should show how Citi 's statement about me receiving the full refund is incorrect ; it even shows that on the PDF."
6700815,Student loan,Dealing with your lender or servicer,CA,2023-03-15,I qualified for the PSLF program in XXXX of 2022. I have not received forgiveness despite waiting the 90 business day. There has been limited communication about my status or a possible discharge date.
6639808,Mortgage,Trouble during payment process,AL,2023-03-02,"Our mortgage payment from XXXX to XX/XX/2023 went from {$1200.00} to {$1500.00} somehow in the changeover from XXXX XXXX to Freedom Mortgage. When contacted, I was told our taxes were never escrowed so not only did we have an increase in the escrow amount, but we were also in an escrow shortage. I've contacted the attorneys that did the closing, XXXX, Freedom, everybody I can think of. I've appealed to our Tax Assessor 's Office ( taxes hiked significantly and an unrealistic appraisal is currently on our property ), nobody seems to know why this happened or how to fix it. Even if we paid the lump sum for the shortage, our "" FIXED '' rate mortgage would still go up? How can this be? Neither we nor our Insurance Company can figure out where they're getting these numbers and we are overcome with stress."
6640625,Checking or savings account,Managing an account,KY,2023-03-02,"I received an email from my bank that a phone number was removed from my checking account. And there was a new phone number added instead, giving them access to transfer funds out of my account through XXXX which my bank uses. 
I didnt authorize any of these things. 


This is the person or persons who were trying to hack my account, this is their phone number that was added : XXXX"
6660823,Mortgage,Trouble during payment process,NJ,2023-03-07,"We have attempted 8 times to resolve a payment issue with Flagstar Bank. The problem is the bank keeps taking funds out of a XXXX bank account that is not supposed to be used for payments. We switched to a XXXX bank account for our automatic monthly payment, but Flagstar continues to use XXXX bank, causing overdraft fees, etc. We have a newborn baby and do not have the time to speak with Flagstar Bank over and over again, each time they promise the issue is fixed, each time the problem remains. We have spoke with management and the customer service representatives have been documenting all of this."
6627081,Checking or savings account,Managing an account,TX,2023-03-01,"My phone was taken and funds were sent from my Chime checking account to my XXXX account. Multiple transactions were made, 11 to be exact. Funds were then sent from XXXX to an unknown account, draining my account. All of these transactions were unauthorized."
6637748,Debt collection,Communication tactics,ID,2023-03-03,This company called me sometimes up to 5 times a day even though I had told them to stop. I was never notified what they were calling about and thought they to be solicitors and told them to stop harassing me. They never notified me of any debt by letter and because I didn't know what they were calling for either. They reported debt that's excessive without first notifying me properly and have threatened to sue me and I'm on XXXX XXXX and have no other income. My wife XXXX XXXX XXXX has an income and was a resident and should've been contacted about this debt. To report only my debt when my wife was involved and lived with me is bs.
6673393,Debt collection,Communication tactics,AR,2023-03-09,"Professional credit has reported and alleged debt on my credit report and continues to contact me by phone. I believe they gave violated the FDCPA, FCRA, and defamation of character by reporting derogatory and or delinquent allegations upon my credit. I have sent a ceased and desist to this company as well Im regards to this alleged debt. I have not authorized anything within this company of this alleged debt."
6633639,Student loan,Dealing with your lender or servicer,NC,2023-03-01,"My issue is with Fedloan reporting to my credit report inaccurately. They are no longer the servicer of the loan as of XX/XX/23, and should be reporting as close, due to now Dept of Education is now the servicer of the loan and is reporting to credit bureau accurately. Fedloan is Jeopardizing my credit report. I can provide evidence that this being reported incorrectly. 

Please help me get this verified and resolved. 
Thank you XXXX XXXX XXXX"
6667267,Credit card or prepaid card,Problem with a purchase shown on your statement,MI,2023-03-08,Synchrony bank keeps doing an ACH directly from my checking account every day for {$2100.00} but my monthly auto pay is only {$100.00}. I don't even owe.more than {$360.00} on the account. They keep telling me it's my banks problem. Someone is using my account number and bank routing number to pay their synchrony/Lowe 's bill. My bank has to stop processing the payment every day.
6638228,Credit card or prepaid card,Problem with a purchase shown on your statement,MN,2023-03-02,"i disputed a charge for an item i bought on XXXX. item came in labeled as a XXXXxl but actual size and measurements were not. The item was also counterfeit. I reported this to XXXX, Seller offered me a partial refund if i would close the dispute. The seller then never issued a refund and stopped responding. When i disputed this with chase they sided with the seller stating the item were as described. I then was told i could only appeal their decision by fax or paper mail which i did, But they are not acknowledging that either. 
Sad that a company like chase would let their customers be defrauded and scammed and not care. Its becoming a great company for criminals."
6643988,Checking or savings account,Managing an account,OK,2023-03-03,"On XX/XX/XXXX, I made a PURCHASE of {$750.00} at XXXX using my DEBIT CARD and PIN. However, the purchase was canceled right away and the merchant ( XXXX ) informed that the funds will go back into my account. On XX/XX/XXXX, I filed a merchant dispute and it was denied. I called and asked why it was denied and nobody could give an answer. On XX/XX/XXXX, I refilled the dispute and explained that my purchase with XXXX was canceled by XXXX but they never refunded my funds back to my account. US Bank denied my claim and refused to tell me the reason why. Because it's within my right as a customer to request information, I formally requested that they send me the INFORMATION based on which they made their decision to denied my merchant dispute. However, they never provided me with the information. As of today XX/XX/, I have not received the documents or information US bank used in the investigation."
6645068,Debt collection,Communication tactics,KY,2023-03-03,"This company is calling my work, my relatives ( upwards of several repeated texts and calls every day! ) for a loan I dont believe I owe. They are leaving private information via texts to my relatives and at my work."
6654932,Credit card or prepaid card,Problem with a purchase shown on your statement,CA,2023-03-06,"Fraudulent charges and the credit card company refused to remove them. The charges are highly suspicious. I had a XXXX balance and can not remember the last time I used this card. The type of charges and frequency should have been picked up by the algorithm they use for security. I reported a card missing, immediately closed my account and filed a Sherrifs report."
6640849,Checking or savings account,Managing an account,MD,2023-03-02,"I tried to use PNC Bill Pay to pay out a required distribution from an estate account. After 2weeks where PNC Guaranteed delivery had not occurred of the payment, I demanded the Bank issue a stop payment on the check they had written and informed them that I would issue a handwritten check to pay out the required distribution, PNC failed to stop payment on the check they had written and instead issued a stop payment on the new check. PNC has refused to refund the fees associated with the payment claiming they have not made an error ( in either not delivering the check they as guaranteed or not stopping payment on the correct check ). I have wasted numerous hours fighting with them and at this point want the fees and my hourly wage reimbursed for their incompetence."
6665907,Student loan,Dealing with your lender or servicer,SC,2023-03-08,"I'm a co-signer for my daughter XXXX XXXX we got on a three way call and they set up a payment plan of around XXXX foe a hardship. They said in three months the payment will come out automatically. Three months later no payment came put XXXX her account. I called Sallie Mae to find out why and got treated like XXXX. I asked her to please go back and listen to our phine call and to just set XXXX up on the payment plan and let 's move forward. She said I had to pay a crazy amount or your going to another department. The best day I git a call saying it was in I think retention and there qas nothing they could do unless we paid the balance. We asked for a hardship was told it was approved we called to find out why the payment did not post and get no help. A willing consumer willing to work out a payment and they do this. They keep calling me to refer me to retention and I work all day and do not have 2 hours to get put on hold. I asked the representative if they could have that department call be baklck after reviewing my file so, I don't have to repeat myself and he said he could not."
6634809,Debt collection,Communication tactics,OH,2023-03-01,"I've been contacted by this XXXX company about 20 times by completely different ( spoofed ) phone numbers. Each time I tell them I am not the person that they are looking for and to take me off their calling list. I recently got a string of SMS messages on my phone from someone, who failed to disclose their identity, claiming to be from this company. I have reached out in saying that I am not the person that they are looking for and they are now saying that I am the reason that this keeps happening."
6647008,Debt collection,Communication tactics,SC,2023-03-05,"Hunter Warfield purchased a debt I owed to an apartment complex to the amount of {$4900.00}, however they are not licensed to collect in the state of South Carolina. In addition to I have not given written consent to the original creditor, debt collector, nor the credit reporting agencies to report this debt that is non public information."
6658353,Credit card or prepaid card,Problem with a purchase shown on your statement,CA,2023-03-08,"I disputed a charge on my credit card and was denied and they asked for additional evidence. I submitted the additional evidence but it was outside of their time frame. The only reason I was late to submit this information was because they mailed me the information about the case, even after I requested that they send me a message online. 

I had two fraudulent charges from a rental car company and I had the contract to prove it. I submitted the contract and they told me that it was outside of the timeframe for submitting new evidence."
6686118,Debt collection,Communication tactics,NY,2023-03-13,I informed the company when they called and told them Ive recently lost my job and havent gotten any monies yet. I do have credit protection insurance that I am in process with. The person said it wasnt but only {$52.00}. I again explained I was broke. I have been getting 15-20 calls per day starting at XXXX every two hours or less. This is harassment at best. Its Comemity bank and they are persistent and ruthless
6660788,Mortgage,Trouble during payment process,CT,2023-03-07,"On our XX/XX/XXXX Mortgage Statement my Wife and I noticed the TMS "" The Money Source '' paid our annual Hazard Insurance Three ( 3 ) times in error thus causing a "" shortfall '' in our escrow account. 

XX/XX/XXXX {$5300.00} annual premium renewal was sent to XXXX XXXX XXXX ; then XX/XX/XXXX {$5300.00} annual premium renewal was sent a 2X to XXXX XXXX ; then XX/XX/XXXX {$5100.00} annual premium renewal was sent a 3X to XXXX XXXX. 

XX/XX/XXXX ( XX/XX/XXXX TMS "" The Money Source '' statement $ {$5100.00} was "" returned/refunded '' to my Wife and I which I here confirm. 
{$5300.00} was then refunded and also sent back not to us but to TMS "" The Money Source '' but was never applied back to our escrow and they do not know where it is in their company. 
{$2900.00} Escrow Shortfall appears "" due '' by my Wife & I on the XX/XX/XXXX TMS statement."
6639860,Mortgage,Trouble during payment process,AL,2023-03-02,"Our mortgage was sold from Supreme Lending to XXXX XXXX, during which XXXX XXXX  suggests that Supreme never escrowed our taxes and we are in an "" escrow shortage '' although when contacting the attorney who did the closing, they insist it is correct, our taxes were paid ( they have gone up significantly which we are protesting ) but the amount is insanity. From {$1200.00} to {$1500.00} is simply unlivable."
6689328,Debt collection,Communication tactics,PA,2023-03-13,"I have been repeatedly been receiving phone calls from XXXX which I believe is Frontline Asset Strategies. The only reason why I know this is because I called back that number and that is what the recorded message says. Every time they call, they ask for someone named XXXX or XXXX. When I ask what company they are calling from, they will simply give their name. They will not identify who they are calling from. Regardless, they have the wrong phone number. I do not know this XXXX person they are calling about. I have told them numerous times that they have the wrong number and to stop calling. Yet, they still call, sometimes multiple times per day. I have now blocked the number. However, I felt it was concerning that when specifically asked what company they are calling from, the caller will not identify and will only provide his or her name."
6633438,"Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,CA,2023-03-02,"I sent a letter to the TransUnion Credit Bureaus requesting to reinvestigate the disputed Account from my credit report as well as update the Account from my report during the investigation period. As of this date, TransUnion has failed to respond to my request. 
XXXX XXXX XXXX Date opened : XX/XX/2019 Balance : {$0.00}."
6675548,Student loan,Dealing with your lender or servicer,WA,2023-03-10,"I submitted a proper ECF for public service loan forgiveness on XX/XX/2022. The ECF was denied and I was never given a reason why. Had the ECF been approved I would have had over 120 qualifying payments for PSLF. My lender, Mohela will provide no explanation for the denial."
6675782,Student loan,Dealing with your lender or servicer,IL,2023-03-10,"I have sent in three work certification forms to MOHELA and they all have been canceled and have been claimed to be duplicates. The first was sent XXXX, the second was sent XXXX and the third XXXX. They have stated that it takes 90 business days and each time I come close to the 90 days they claim it to be a duplicate. I am at 125 payments with my PSLF and can't help to believe this is a delay tactic from the servicer. I am very upset at their abusive tactics at handling their clients. The mental anguish is paralyzing."
6634866,Credit card or prepaid card,Incorrect information on your report,FL,2023-03-01,"Every month Destiny card report to every credit report agency ( XXXX, XXXX and XXXX ) that payment is due, late or delinquent on payment. Company Reporting late payment on credit report are illegal : under 15 U.S. Code 1681a ( 2 ) Exclusion consumer report does not include ( i ) report containing information solely as to transactions or experiences between theconsumerand thepersonmaking the report.

Meaning everytime Destiny card report a late payment on consumer report is a violation of {$1000.00} under 15 u.s.c section 1681n."
6689861,Student loan,Dealing with your lender or servicer,NC,2023-03-13,"I am the parent of 2 active college students and 2 recently graduated college students. My sons have used "" XXXX XXXX XXXX XXXX '' website to get loans that are serviced by Firstmark services. Firstmark services continues to repeatedly misapply payments I have made to the various loans my XXXX sons have with them, in some cases applying it to different accounts than what was submitted on the checks sent to them from XXXX  XXXX XXXX. This is XXXX second complaint I am filing since the 2021 complaint 's response was factually incorrect. When I mail my payments monthly to Firstmark, I denote on the statement and on the memo line of the check which account the payment should be applied to, however Firstmark applies these payments to all of my accounts in a manner that they see fit, not to the accounts noted. I am filing this additional complaint since this issue has occurred at least 15 times now resulting in errant late fees and multiple collection calls to me for for loans that would not have been past due if payments had been posted correctly."
6653068,Credit card or prepaid card,Problem with a purchase shown on your statement,AZ,2023-03-07,"This began in XXXX of 2021 and I was going back and forth with my CC company  for the past year plus. Please find enclosed documentation proving a fraud occurred after credit card billing cycles were completed. It was not possible to report/dispute the charge prior to the two cycles as the furniture was not scheduled to arrive before that and communication was ongoing, with status updates during the delay for a period of time ( enclosed ). Once the communication seized, it was found out that the company based in Utah was investigated and found to be fraudulent. A XXXX XXXX arose from the dissatisfied people, as well as an email chain. Other banks, including credit unions and XXXX refunded their customers. Barclays continues to tell me I had to report this earlier. Again, how was I to know earlier ( within their guidelines ) that a fraud would occur after the fact? I am asking that Barclays refund my card for my initial deposit of {$3500.00}"
6656992,Debt collection,Communication tactics,TX,2023-03-06,"Transworld Systems illegally committed multiple violations against my consumer rights. Attached is a copy of mailed correspondence to the company making them aware of my violated rights as a consumer, and owed remedy via invoice for my injuries form their violations."
6638001,Debt collection,Communication tactics,MI,2023-03-03,Calling family member 's mobile numbers and asking to speak with me. This company has my phone number and I have asked them to stop calling. I have stopped answering their phone calls. They have called multiple times a week but no less than once a month.
6659799,Mortgage,Trouble during payment process,CA,2023-03-07,"I purchased a home on XX/XX/XXXX. The mortgage was through Rocket Mortgage and the monthly mortgage at closing was XXXX. On XX/XX/XXXX {$1100.00} was taken from my escrow account for property taxes. 
On XX/XX/XXXX {$1800.00} was taken from my escrow account for property taxes. Then I received a notice that my month payment would be {$2.00}, XXXX. 
When I questioned Rocket Mortgage they could not give me an answer. I contact my Real Estate Broker, Title Company and the Rocket Mortgage  Representative. 
What my XXXX Estate Broker found out is that Rocket Mortgage made a mistake that should have been revealed at Closing but it was not. Clearly Rocket Mortgage made a mistake and now I am paying for it. 
How can you pay property taxes in XXXX and then again in XXXX plus have your mortgage payment increase by {$500.00} dollars."
6656561,Credit card or prepaid card,Problem with a purchase shown on your statement,CA,2023-03-06,I recently became aware of a billing error on my statement. Pursuant to 15 USC 1666d any credit balance in excess of {$1.00} should be credited or refunded to the consumer. I have identified in a billing statement issued on XX/XX/2023 in the amount of {$2100.00} should be refunded or credited to me the consumer. According to 18 USC 8 all debts public and private is the obligation of the United States.
6633178,"Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,CA,2023-03-02,"I am reporting an FCRA violation on my credit account with JMPCB ( See attachments for account ). 


JPMCB CARD XXXX The company is in violation of : 15 U.S. Code 1681a ( 2 ) ( A ) ( i ) ( 2 ) Exclusions.Except as provided in paragraph ( 3 ), the term consumer report does not include ( A ) subject to section 1681s3 of this title, any ( i ) report containing information solely as to transactions or experiences between the consumer and the person making the report ; The balance of {$630.00} on my XXXX credit report is evidence of that claim. Please see attachments for screenshots of reporting account."
6632972,"Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,MA,2023-03-02,Portfolio Recovery Associates is reporting a collection account that not only doesnt belong to me. It shows debt buyers account for account type it also has a date opened of XX/XX/XXXX with a delinquent date of XX/XX/XXXX XXXX not sure how an account can be delinquent 2 years before it was supposedly even open XXXX XXXX XXXX is also reporting inaccurate Information that does not belong to me Also reporting as a debt buyer with a date opened XX/XX/XXXX and a delinquent date of XX/XX/XXXX 1 year prior to questioned account being opened
6635512,Credit card or prepaid card,Problem with a purchase shown on your statement,OK,2023-03-01,"Previously submitted this complaint and received a response which is not accurate from the company. The original complaint ID # is XXXX. The company responded they did not rec the fraud. I have submitted 2 different forms on 2 different occasions and as per an email they sent me the wrong form the first time and had me complete a second form. I don't understand why they say this is not being reimbursed due to a lack of fraud from submission. I have filed police reports, fraud reports, etc. Thanks"
6661042,Debt collection,Communication tactics,AK,2023-03-07,Williams & Fudge repeatedly calls me after I've asked them to stop calling with different numbers in an attempt to contact me. They deny my request by continuously calling every day multiple times a day.
6627366,Mortgage,Trouble during payment process,TN,2023-03-01,"This is to inform this office that Wells Fargo has lied to this office in its response. 

I am referencing the response that states "" ... we have been unable to contact XXXX XXXX ''. 

That is a FRAUD. I have called on seven occasions. I have left messages. I have emailed. I was told by "" XXXX '' who left a message I would have an answer by XX/XX/XXXX. I was told five times I would receive a call in 24 hours. That was weeks ago. 

This is abuse upon abuse. 

My equity was STOLEN my life destroyed. My health destroyed. 

I am demanding the CFPB enforce the order and force repayment of all damages and further punish them for LYING To this body. 

HOW CAN YOU ALLOW WELLS FARGO TO FURTHER ANUSE AND LIE AND STEAL?"
6656746,Credit card or prepaid card,Problem with a purchase shown on your statement,UT,2023-03-06,Last year in XXXX I got my statement adding an extra XXXX on my credit card. My Credit limit was XXXX. I already used about XXXX on the card it went from XXXX to XXXX. The moment I saw this I called Capital One letting them know that it was not my charges and this was a fraudulent action. I talked to them for over an hour and they refused to investigated. They told me that they put it on my bank account. I offered to show all my bank statements showing that I was never giving XXXX and they say no. That I would have to pay regardless and they will not looked into it. Now its over 23k and thats including interest accumulated over time. I was willing to pay the XXXX that o owed but now. Im exhausted of this and I sent them a letter to show proof that it was my doing and to validate my charges and they sent XXXX letters saying that they will not do that. This is been going for A year now and its exhausting to deal with this and Im extremely upset that. When I called them a year ago they could have fixed this but they didnt even bother doing one thing about it.
6634240,"Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,GA,2023-03-01,XXXX XXXX  is reporting an account open and delinquent when in fact it is closed and current. They reported this after the due date of the card was changed. There are automatic payments being made on the XXXX of each month and the arrangement was made for this to happen for the next 60 months so why They are reporting the account as open and delinquent is a mystery. It needs to be either validated or removed from all reporting agencies.
6634130,"Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,IL,2023-03-01,I am putting in a complaint because XXXX XXXX Lexis Nexis has reported My bankruptcy when in fact my bankruptcy court has given me written proof stating they indeed don't report to the credit bureaus.
6658412,Student loan,Dealing with your lender or servicer,MS,2023-03-08,I have submitted twice already the documentation for my loan to reflect that the institution is qualified for student loan forgiveness. This is all I am pending for forgiveness. I started this process for student loan forgiveness a year ago and am still stuck in pending land. My husband is in the same situation and is actually worse off bc they initially lost his transfer to Mohela.
6644518,Checking or savings account,Managing an account,OH,2023-03-03,"On XX/XX/2023 I had an unauthorized debit transaction made on my account at XXXX totaling {$610.00}. I called Bank of America immediately and reported it. I was told I would receive a temporary credit within the first 48 hrs, but they refused to release the funds. Now every time I call they tell me it's tomorrow, and I called again today and was told that I didn't qualify to receive credit for the fraudulent transaction on my account. I have been yet to be credited and I need the funds for my bills."
6628597,Mortgage,Trouble during payment process,WA,2023-03-01,"On XXXX I received a letter from BSI Financial Service stating that I owed {$12000.00}. I paid, not knowing what that payment was for. 

When I logged in on XXXX  to pay my XXXX mortgage, I again saw that I owed XXXX again.. 

I checked my payment history and saw that I paid XXXX on XX/XX/XXXX Under Recent Transaction Activity, XX/XX/XXXX {$120.00} payment was made and is listed as "" Cash Receipt. '' ( note I don ; 't know what that means ) I called BSI at XXXX XXXX PST Monday, XX/XX/XXXX, and Tuesday, XX/XX/XXXX, to find out what this additional {$120.00} payment is for. 

I got a recording of your wait time is over 10 mins. Each day I waited 20 mins then Click 1 for a callback But received no call back on either day."
6640054,Mortgage,Trouble during payment process,MD,2023-03-02,"I took out a loan with Wells Fargo around XX/XX/XXXX. 
I missed a few mortgage payment. 
Sometime around XX/XX/XXXX Wells fargo started Foreclosure proceeding against my home. 
I paid approximately {$65000.00} into the loan that was originally {$200000.00}. 
The majority of the {$65000.00} paid into the loan went to fees and Penalties."
6643802,Credit card or prepaid card,Problem with a purchase shown on your statement,CA,2023-03-03,"someone applied for a feb destiny card and it got approved and they maxed out the card and went over credit limit. We called company they wouldnt give us an address where they mailed it, and they said our address didnt match. Looks like this company ran my credit on XXXX XXXX XXXX"
6674646,Student loan,Dealing with your lender or servicer,SC,2023-03-11,"My husband and I have a joint spousal consolidation loan which needs to be separated ( per PL117-200 ). Since the US Dept of Education has not yet implemented this law ( signed on XX/XX/22 ) our student loan lender refused to pause our payments. We are both XXXX  and eligible for PSLF, but can not apply for this until our loans are separated. American Education Services ( AES ) acknowledges that we have made well over the required 120 payments. We are unable to pay $ XXXX on student loans that should literally be gone. We are asking for a pause ( like all other direct federal loan borrowers have ) until the US DOE implements the law."
6627306,Checking or savings account,Managing an account,CA,2023-03-01,I was made aware on XX/XX/2023 about fraudulent charges on my prepaid Bank of America account provided by XXXX Ive placed the dispute but for some reason my account wasnt closed nor did it canceled any Transactions after that date I never lost the that card itself but some how someone has a something that gives them access to get atm transactions plus they manage to have control of card decisions its now XX/XX/2023 and Ive yet to be reinstated my money
