filename,page,group,era
page259_img01_photo8.jpg,259,MELOS GROUP,555 - 540 BC
page264_img01_photo3.jpg,264,MELOS GROUP,555 - 540 BC
page265_img01_photo6.jpg,265,MELOS GROUP,555 - 540 BC
page268_img01_photo2.jpg,268,MELOS GROUP,555 - 540 BC
page268_img01_photo6.jpg,268,MELOS GROUP,555 - 540 BC
page269_img01_photo3.jpg,269,MELOS GROUP,555 - 540 BC
page278_img01_photo2.jpg,278,MELOS GROUP,555 - 540 BC
page279_img01_photo5.jpg,279,MELOS GROUP,555 - 540 BC
page280_img01_photo7.jpg,280,MELOS GROUP,555 - 540 BC
page281_img01_photo3.jpg,281,MELOS GROUP,555 - 540 BC
page282_img01_photo10.jpg,282,MELOS GROUP,555 - 540 BC
page284_img01_photo9.jpg,284,ANAVYSOS-PTOON 12 GROUP,540 - 520 BC
page286_img01_photo3.jpg,286,ANAVYSOS-PTOON 12 GROUP,540 - 520 BC
page289_img01_photo3.jpg,289,ANAVYSOS-PTOON 12 GROUP,540 - 520 BC
page291_img01_photo2.jpg,291,ANAVYSOS-PTOON 12 GROUP,540 - 520 BC
page292_img01_photo11.jpg,292,ANAVYSOS-PTOON 12 GROUP,540 - 520 BC
page293_img01_photo12.jpg,293,ANAVYSOS-PTOON 12 GROUP,540 - 520 BC
page294_img01_photo2.jpg,294,ANAVYSOS-PTOON 12 GROUP,540 - 520 BC
page296_img01_photo8.jpg,296,ANAVYSOS-PTOON 12 GROUP,540 - 520 BC
page298_img01_photo10.jpg,298,ANAVYSOS-PTOON 12 GROUP,540 - 520 BC
page298_img01_photo4.jpg,298,ANAVYSOS-PTOON 12 GROUP,540 - 520 BC
page299_img01_photo11.jpg,299,ANAVYSOS-PTOON 12 GROUP,540 - 520 BC
page300_img01_photo4.jpg,300,ANAVYSOS-PTOON 12 GROUP,540 - 520 BC
page304_img01_photo5.jpg,304,PTOON 20 GROUP,520 - 485 BC
page306_img01_photo4.jpg,306,PTOON 20 GROUP,520 - 485 BC
page311_img01_photo8.jpg,311,PTOON 20 GROUP,520 - 485 BC
page312_img01_photo4.jpg,312,PTOON 20 GROUP,520 - 485 BC
page316_img01_photo2.jpg,316,PTOON 20 GROUP,520 - 485 BC
page318_img01_photo6.jpg,318,PTOON 20 GROUP,520 - 485 BC
page323_img01_photo3.jpg,323,PTOON 20 GROUP,520 - 485 BC
page324_img01_photo2.jpg,324,PTOON 20 GROUP,520 - 485 BC
page324_img01_photo7.jpg,324,PTOON 20 GROUP,520 - 485 BC
page325_img01_photo5.jpg,325,PTOON 20 GROUP,520 - 485 BC
page328_img01_photo3.jpg,328,PTOON 20 GROUP,520 - 485 BC
page329_img01_photo6.jpg,329,PTOON 20 GROUP,520 - 485 BC
page330_img01_photo3.jpg,330,PTOON 20 GROUP,520 - 485 BC
page336_img01_photo5.jpg,336,PTOON 20 GROUP,520 - 485 BC
page336_img01_photo6.jpg,336,PTOON 20 GROUP,520 - 485 BC
page337_img01_photo6.jpg,337,PTOON 20 GROUP,520 - 485 BC
page338_img01_photo3.jpg,338,EPILOGUE,485 - 460 BC
page340_img01_photo4.jpg,340,EPILOGUE,485 - 460 BC
page341_img01_photo2.jpg,341,EPILOGUE,485 - 460 BC
page349_img01_photo2.jpg,349,EPILOGUE,485 - 460 BC
page350_img01_photo2.jpg,350,EPILOGUE,485 - 460 BC
page355_img01_photo4.jpg,355,MELOS GROUP,555 - 540 BC
page355_img01_photo5.jpg,355,MELOS GROUP,555 - 540 BC
page360_img01_photo7.jpg,360,MELOS GROUP,555 - 540 BC
page361_img01_photo9.jpg,361,PTOON 20 GROUP,520 - 485 BC
page363_img01_photo9.jpg,363,PTOON 20 GROUP,520 - 485 BC
page366_img01_photo5.jpg,366,EPILOGUE,485 - 460 BC
