comment_id,n_raters,n_toxic_votes,toxicity
283291,11,10,0.9090909090909092
5102426,74,33,0.4459459459459459
7064806,56,22,0.3928571428571429
6227470,5,4,0.8
868963,64,41,0.640625
545717,9,1,0.1111111111111111
392242,57,53,0.9298245614035088
6204008,62,53,0.8548387096774194
992199,80,50,0.625
835672,68,43,0.6323529411764706
887243,76,51,0.6710526315789473
6168982,61,35,0.5737704918032785
5017278,70,33,0.4714285714285714
585811,76,48,0.631578947368421
749348,6,5,0.8333333333333333
5352221,49,11,0.2244897959183672
5006655,75,47,0.6266666666666667
408032,65,50,0.7692307692307693
7148771,80,41,0.5125
5391789,76,58,0.7631578947368421
506221,66,58,0.8787878787878787
1053614,50,11,0.22
5160513,70,45,0.6428571428571429
371316,1092,3,0.0027472527472527
7098974,70,50,0.7142857142857143
737049,72,52,0.7222222222222222
5826602,72,44,0.6111111111111112
6321622,70,34,0.4857142857142857
5601616,81,56,0.6913580246913579
1030845,59,39,0.6610169491525424
5618152,76,39,0.5131578947368421
5224447,70,48,0.6857142857142857
6156470,80,53,0.6625
322406,7,1,0.1428571428571428
5757843,76,46,0.6052631578947368
7191713,70,63,0.9
5737520,10,8,0.8
5184751,52,44,0.8461538461538461
366685,80,69,0.8625
6160485,4,4,1.0
313420,6,5,0.8333333333333333
7076281,71,24,0.3380281690140845
5953513,75,39,0.52
749681,64,28,0.4375
5058173,10,8,0.8
6254911,72,22,0.3055555555555556
5524329,70,51,0.7285714285714285
665375,44,8,0.1818181818181818
619257,70,38,0.5428571428571428
5435954,52,14,0.2692307692307692
5244525,66,35,0.5303030303030303
7155163,80,45,0.5625
5872348,75,66,0.88
935586,61,38,0.6229508196721312
5134641,66,50,0.7575757575757573
5533114,75,33,0.44
741862,60,33,0.55
5793225,10,8,0.8
6027145,64,21,0.328125
7039825,80,63,0.7875
5539183,56,48,0.8571428571428571
5290347,70,57,0.8142857142857142
5775192,64,41,0.640625
7027377,7,1,0.1428571428571428
480717,58,52,0.8965517241379308
337100,80,39,0.4875
6291604,64,38,0.59375
593732,61,24,0.3934426229508197
7053044,62,24,0.3870967741935484
6035057,10,8,0.8
5286129,55,42,0.7636363636363634
6243655,72,45,0.625
5797900,50,43,0.86
6023716,74,30,0.4054054054054054
6293718,70,41,0.5857142857142859
6327896,76,41,0.5394736842105263
7042247,4,4,1.0
5382891,7,1,0.1428571428571428
514224,70,59,0.8428571428571427
843176,11,2,0.1818181818181818
5136159,64,41,0.640625
1038728,64,35,0.546875
7034639,7,1,0.1428571428571428
5650468,68,46,0.6764705882352942
5784046,53,42,0.7924528301886794
6198538,76,40,0.5263157894736842
5796542,6,5,0.8333333333333333
5662062,7,1,0.1428571428571428
1033054,4,4,1.0
5822961,74,35,0.472972972972973
941207,70,59,0.8428571428571427
6276839,5,5,1.0
934001,66,43,0.6515151515151514
1004629,61,23,0.3770491803278688
5960589,74,35,0.472972972972973
5995330,66,56,0.8484848484848485
874558,10,8,0.8
686368,76,70,0.9210526315789472
580565,80,67,0.8375
757861,67,47,0.7014925373134329
6208797,80,62,0.775
7148464,64,43,0.671875
5767905,74,71,0.9594594594594594
6165352,64,46,0.71875
5615357,66,19,0.2878787878787879
7020000,70,51,0.7285714285714285
5342603,80,76,0.95
5316136,80,63,0.7875
6064909,70,53,0.7571428571428571
5023153,66,40,0.6060606060606061
854319,56,40,0.7142857142857143
6287765,75,36,0.48
5454045,64,53,0.828125
537274,70,41,0.5857142857142859
5313560,1645,1461,0.888145896656535
499732,80,41,0.5125
6045827,10,10,1.0
7124381,58,51,0.8793103448275862
5354382,76,43,0.5657894736842105
388770,53,14,0.2641509433962264
1041705,80,64,0.8
6287220,71,41,0.5774647887323944
6124107,58,52,0.8965517241379308
6203384,74,47,0.6351351351351351
5098909,10,8,0.8
6304904,70,55,0.7857142857142857
6223804,71,31,0.4366197183098591
6180991,52,42,0.8076923076923077
396250,70,26,0.3714285714285713
5347333,50,36,0.72
5235749,74,60,0.8108108108108109
5822722,62,55,0.8870967741935485
5310336,7,1,0.1428571428571428
5480975,75,57,0.76
5265152,68,53,0.7794117647058822
5523732,10,8,0.8
909882,7,1,0.1428571428571428
5489618,62,49,0.7903225806451613
983969,52,10,0.1923076923076923
5754476,61,12,0.1967213114754098
6009281,10,8,0.8
653414,74,43,0.581081081081081
6292215,71,47,0.6619718309859155
5325262,72,23,0.3194444444444444
736981,68,26,0.3823529411764705
379467,80,61,0.7625
7113124,62,20,0.3225806451612903
6044596,1126,1092,0.9698046181172292
5183361,45,34,0.7555555555555555
6022490,72,38,0.5277777777777778
5774506,76,44,0.5789473684210527
6028220,67,38,0.5671641791044776
882618,48,12,0.25
5342857,70,41,0.5857142857142859
529634,4,4,1.0
614075,72,28,0.3888888888888889
5036452,10,9,0.9
5660730,75,39,0.52
5267545,75,57,0.76
896995,76,55,0.7236842105263158
558129,80,54,0.675
6104436,80,41,0.5125
5519550,80,49,0.6125
7136888,61,53,0.8688524590163934
6298940,70,52,0.7428571428571427
5610755,65,30,0.4615384615384616
309722,57,44,0.7719298245614034
5563455,64,25,0.390625
5113774,10,8,0.8
5813031,61,52,0.8524590163934426
7001249,62,57,0.9193548387096772
454763,80,41,0.5125
5604733,50,11,0.22
7141137,10,8,0.8
1014536,4,4,1.0
6025462,80,57,0.7125
5896114,66,50,0.7575757575757573
7099692,74,48,0.6486486486486487
705827,64,23,0.359375
5114407,72,55,0.7638888888888888
943577,80,67,0.8375
6209859,50,46,0.92
6239955,10,9,0.9
1059558,80,60,0.75
6002477,70,44,0.6285714285714286
5089534,64,47,0.734375
5530400,7,1,0.1428571428571428
5298766,7,1,0.1428571428571428
6208838,74,34,0.4594594594594594
5399255,65,42,0.6461538461538462
7003573,76,55,0.7236842105263158
5046657,10,8,0.8
5450307,80,53,0.6625
5784195,66,42,0.6363636363636364
5944503,60,53,0.8833333333333333
750055,80,49,0.6125
998846,7,1,0.1428571428571428
5711172,58,51,0.8793103448275862
5729702,74,62,0.8378378378378378
6021664,66,49,0.7424242424242424
517911,7,1,0.1428571428571428
435500,64,17,0.265625
1005713,6,5,0.8333333333333333
682024,80,54,0.675
7102222,66,51,0.7727272727272726
624878,10,8,0.8
6194394,6,5,0.8333333333333333
1044728,68,50,0.7352941176470589
5858788,7,1,0.1428571428571428
6016535,66,40,0.6060606060606061
5126849,64,41,0.640625
7118674,74,58,0.7837837837837837
6060717,71,52,0.732394366197183
5662303,76,46,0.6052631578947368
5731256,47,40,0.851063829787234
881855,70,40,0.5714285714285714
1083848,10,8,0.8
781745,66,44,0.6666666666666666
5644719,7,1,0.1428571428571428
5781205,10,9,0.9
1079422,70,32,0.4571428571428571
740752,71,54,0.7605633802816901
917706,7,1,0.1428571428571428
367626,55,8,0.1454545454545454
606716,70,58,0.8285714285714286
5318165,70,47,0.6714285714285714
491086,1668,1587,0.9514388489208634
460561,80,51,0.6375
5538579,1716,1343,0.7826340326340326
7141097,72,21,0.2916666666666667
927733,62,27,0.4354838709677419
4990544,72,51,0.7083333333333334
928535,4,4,1.0
957250,9,1,0.1111111111111111
5233400,66,38,0.5757575757575758
5474460,71,28,0.3943661971830985
355188,64,36,0.5625
480727,74,41,0.5540540540540541
622092,72,46,0.6388888888888888
1048761,76,50,0.6578947368421053
5676818,65,46,0.7076923076923077
339093,76,35,0.4605263157894737
7113016,80,60,0.75
6057820,75,50,0.6666666666666666
7097153,59,37,0.6271186440677966
5886507,70,60,0.8571428571428571
7048700,66,61,0.9242424242424242
5704171,49,18,0.3673469387755102
6137775,66,57,0.8636363636363635
5357331,64,52,0.8125
524707,73,62,0.8493150684931506
617207,1633,28,0.0171463563992651
4993348,76,65,0.8552631578947368
416525,10,8,0.8
493592,7,1,0.1428571428571428
967826,4,4,1.0
513816,70,52,0.7428571428571427
5997192,9,1,0.1111111111111111
701927,80,42,0.525
345277,58,20,0.3448275862068966
5674334,41,34,0.8292682926829269
5043707,9,1,0.1111111111111111
5492902,80,47,0.5875
486292,42,5,0.119047619047619
5808640,80,50,0.625
7072503,10,9,0.9
877017,7,1,0.1428571428571428
5950260,66,43,0.6515151515151514
5984236,7,1,0.1428571428571428
724316,76,57,0.75
5578683,60,51,0.85
5607002,9,1,0.1111111111111111
5801645,55,45,0.8181818181818182
942463,53,43,0.8113207547169811
6072319,55,48,0.8727272727272726
5454712,77,59,0.7662337662337662
7017783,10,8,0.8
910434,80,59,0.7375
662139,65,31,0.476923076923077
5815105,45,39,0.8666666666666667
6079771,6,6,1.0
6285357,74,34,0.4594594594594594
6293458,4,4,1.0
5584179,70,46,0.6571428571428571
4991739,1433,7,0.0048848569434752
786430,76,39,0.5131578947368421
5948111,67,39,0.582089552238806
5529042,58,46,0.7931034482758621
809741,80,59,0.7375
6238871,5,4,0.8
354286,58,42,0.7241379310344827
942368,1864,1838,0.9860515021459229
6017292,60,34,0.5666666666666667
5825746,62,51,0.8225806451612901
7014359,70,40,0.5714285714285714
6218035,10,8,0.8
6129489,10,9,0.9
5863470,61,54,0.8852459016393442
678082,9,1,0.1111111111111111
5256321,1088,646,0.59375
5488581,65,33,0.5076923076923077
5985193,64,53,0.828125
5515928,10,8,0.8
5954133,6,6,1.0
5162354,65,58,0.8923076923076922
5092535,80,42,0.525
7026822,80,58,0.725
6214744,10,9,0.9
5965202,50,41,0.82
717169,10,8,0.8
6188356,71,28,0.3943661971830985
7131657,70,66,0.9428571428571428
5683066,49,12,0.2448979591836734
6234138,80,63,0.7875
285493,59,42,0.7118644067796609
5770228,76,48,0.631578947368421
390699,80,49,0.6125
735042,54,30,0.5555555555555556
5038782,70,30,0.4285714285714285
7104166,4,4,1.0
5001249,80,47,0.5875
5341293,7,1,0.1428571428571428
472920,76,45,0.5921052631578946
635252,9,1,0.1111111111111111
5010082,4,4,1.0
5752816,80,36,0.45
5426911,11,3,0.2727272727272727
5879313,64,46,0.71875
907037,70,53,0.7571428571428571
667933,74,47,0.6351351351351351
401302,46,8,0.1739130434782608
5403085,6,5,0.8333333333333333
5295766,74,43,0.581081081081081
851452,66,50,0.7575757575757573
5704484,10,8,0.8
5884249,62,21,0.3387096774193548
941817,68,48,0.7058823529411765
578733,52,48,0.9230769230769232
5892088,4,4,1.0
995906,58,41,0.7068965517241379
436852,76,64,0.8421052631578947
7020363,1836,1542,0.8398692810457516
699887,75,48,0.64
6004058,70,63,0.9
978405,80,55,0.6875
858196,1658,6,0.0036188178528347
6123709,66,58,0.8787878787878787
5221497,65,33,0.5076923076923077
5495421,74,31,0.4189189189189189
374856,6,5,0.8333333333333333
7182026,10,8,0.8
5087997,80,50,0.625
5490266,4,4,1.0
6035408,80,64,0.8
4978010,80,59,0.7375
551451,41,2,0.048780487804878
6017026,76,33,0.4342105263157895
6178875,56,39,0.6964285714285714
5813557,61,44,0.7213114754098362
836947,64,24,0.375
538305,6,5,0.8333333333333333
5135248,56,11,0.1964285714285714
5209996,11,4,0.3636363636363637
742594,4,4,1.0
5782895,75,53,0.7066666666666666
7052074,64,58,0.90625
7078060,80,53,0.6625
5316516,64,27,0.421875
5975495,66,38,0.5757575757575758
662929,71,47,0.6619718309859155
5612533,40,5,0.125
493351,60,48,0.8
6101707,10,8,0.8
5097878,7,1,0.1428571428571428
5820266,61,35,0.5737704918032785
744557,5,4,0.8
5384052,56,41,0.7321428571428571
482296,74,47,0.6351351351351351
493403,75,29,0.3866666666666666
589381,75,37,0.4933333333333334
5537685,48,34,0.7083333333333334
457334,70,37,0.5285714285714286
609070,64,17,0.265625
743844,66,38,0.5757575757575758
443150,80,51,0.6375
5612063,59,50,0.8474576271186439
588207,5,4,0.8
5309897,66,51,0.7727272727272726
7076115,56,48,0.8571428571428571
5989681,61,24,0.3934426229508197
7140546,74,50,0.6756756756756757
638196,67,47,0.7014925373134329
5899286,6,5,0.8333333333333333
6215364,58,40,0.6896551724137931
5007814,26,16,0.6153846153846154
5089774,5,4,0.8
425499,61,34,0.5573770491803278
668687,80,55,0.6875
5403661,52,45,0.8653846153846154
5552219,54,8,0.1481481481481481
318655,7,1,0.1428571428571428
7166697,73,52,0.7123287671232876
1079316,7,1,0.1428571428571428
6288486,70,26,0.3714285714285713
6010133,76,59,0.7763157894736842
7167501,59,23,0.3898305084745762
412780,66,48,0.7272727272727274
519761,60,37,0.6166666666666667
638798,67,52,0.7761194029850746
774065,80,59,0.7375
562162,62,48,0.7741935483870966
5769694,59,24,0.4067796610169492
6044279,75,53,0.7066666666666666
5562072,70,44,0.6285714285714286
5897936,76,49,0.6447368421052632
6117469,53,10,0.1886792452830188
7064944,1195,1175,0.9832635983263598
5771400,70,53,0.7571428571428571
5360479,65,51,0.7846153846153846
1013244,80,49,0.6125
5908610,80,39,0.4875
5506244,80,39,0.4875
