comment_id,n_raters,n_toxic_votes,share_toxic
detox_743907,10,0,0.0
detox_745260,10,0,0.0
detox_749900,10,1,0.1
detox_757206,10,1,0.1
detox_761965,10,1,0.1
detox_773674,10,2,0.2
detox_778895,10,0,0.0
detox_782604,10,2,0.2
detox_783481,10,4,0.4
detox_785036,10,1,0.1
detox_786272,10,0,0.0
detox_787425,10,3,0.3
detox_789508,10,2,0.2
detox_790462,10,1,0.1
detox_793426,10,0,0.0
detox_808576,10,0,0.0
detox_813717,10,0,0.0
detox_817668,10,0,0.0
detox_818559,10,0,0.0
detox_820504,10,1,0.1
detox_825305,10,0,0.0
detox_847569,10,0,0.0
detox_856388,10,1,0.1
detox_857940,10,1,0.1
detox_872596,10,0,0.0
detox_876815,10,1,0.1
detox_877539,10,0,0.0
detox_878062,10,0,0.0
detox_890523,10,0,0.0
detox_906335,10,0,0.0
detox_907008,10,1,0.1
detox_907842,10,0,0.0
detox_927125,10,0,0.0
detox_932889,10,0,0.0
detox_939951,10,0,0.0
detox_950508,10,0,0.0
detox_950556,10,0,0.0
detox_962237,10,0,0.0
detox_967782,10,0,0.0
detox_981476,10,2,0.2
detox_986199,10,2,0.2
detox_986363,10,0,0.0
detox_987262,10,0,0.0
detox_988775,10,0,0.0
detox_997691,10,0,0.0
detox_1004237,10,0,0.0
detox_1017722,10,0,0.0
detox_1018446,10,0,0.0
detox_1019723,10,0,0.0
detox_1027666,10,1,0.1
detox_1030882,10,0,0.0
detox_1040549,10,0,0.0
detox_1041178,10,0,0.0
detox_1050542,10,0,0.0
detox_1064037,10,2,0.2
detox_1068694,10,0,0.0
detox_1068991,11,0,0.0
detox_1074095,10,0,0.0
detox_1078251,10,0,0.0
detox_1079734,10,0,0.0
detox_1081209,10,0,0.0
detox_1083879,10,0,0.0
detox_1093056,10,0,0.0
detox_1104240,10,0,0.0
detox_1104309,10,0,0.0
detox_1105194,10,0,0.0
detox_1111203,10,0,0.0
detox_1115300,10,0,0.0
detox_1120127,10,0,0.0
detox_1135780,10,0,0.0
detox_1139051,10,1,0.1
detox_1141254,10,0,0.0
detox_1146485,10,1,0.1
detox_1171026,10,2,0.2
detox_1182442,10,1,0.1
detox_1185061,10,1,0.1
detox_1212179,10,0,0.0
detox_1220248,10,1,0.1
detox_1222396,10,0,0.0
detox_1225776,10,0,0.0
detox_1229123,10,1,0.1
detox_1238726,10,1,0.1
detox_1239681,10,0,0.0
detox_1244245,10,0,0.0
detox_1244775,10,0,0.0
detox_1245501,10,1,0.1
detox_1249995,10,0,0.0
detox_1254306,10,2,0.2
detox_1257618,10,0,0.0
detox_1266286,10,6,0.6
detox_1274199,10,1,0.1
detox_1284764,10,0,0.0
detox_1286353,10,0,0.0
detox_1290459,10,1,0.1
detox_1294384,10,4,0.4
detox_1305406,10,3,0.3
detox_1308838,10,0,0.0
detox_1310817,10,0,0.0
detox_1311822,10,1,0.1
detox_1314902,10,2,0.2
detox_1322268,10,0,0.0
detox_1325310,10,0,0.0
detox_1332551,10,1,0.1
detox_1334050,10,0,0.0
detox_1334930,10,0,0.0
detox_1337346,10,1,0.1
detox_1343592,10,0,0.0
detox_1347368,10,1,0.1
detox_1354074,10,1,0.1
detox_1357291,10,0,0.0
detox_1360210,10,0,0.0
detox_1378649,10,0,0.0
detox_1382722,10,0,0.0
detox_1391062,10,0,0.0
detox_1419503,8,0,0.0
detox_1433843,10,0,0.0
detox_1434512,10,0,0.0
detox_1438215,10,0,0.0
detox_1455567,10,1,0.1
detox_1466040,10,0,0.0
detox_1477013,10,0,0.0
detox_1485630,10,0,0.0
detox_1494812,10,0,0.0
detox_1510588,10,0,0.0
detox_1519973,10,0,0.0
detox_1522602,10,1,0.1
detox_1523535,10,0,0.0
detox_1549395,10,0,0.0
detox_1557225,13,1,0.07692307692307693
detox_1569418,10,0,0.0
detox_1569947,10,0,0.0
detox_1574846,10,0,0.0
detox_1578677,10,0,0.0
detox_1585779,10,1,0.1
detox_1588110,10,0,0.0
detox_1595352,10,0,0.0
detox_1604251,10,0,0.0
detox_1610507,10,0,0.0
detox_1613734,10,0,0.0
detox_1624223,10,0,0.0
detox_1624822,10,2,0.2
detox_1626490,10,1,0.1
detox_1629096,10,2,0.2
detox_1630414,10,1,0.1
detox_1631281,10,0,0.0
detox_1632533,10,0,0.0
detox_1674898,10,3,0.3
detox_1680287,10,1,0.1
detox_1684735,10,1,0.1
detox_1686048,10,0,0.0
detox_1686251,10,1,0.1
detox_1689504,10,0,0.0
detox_1695416,10,0,0.0
detox_1696401,10,0,0.0
detox_1697540,10,1,0.1
detox_1699569,10,0,0.0
detox_1703416,10,0,0.0
detox_1708035,10,0,0.0
detox_1735419,10,1,0.1
detox_1739728,10,4,0.4
detox_1746212,10,0,0.0
detox_1747146,10,0,0.0
detox_1748508,10,0,0.0
detox_1762800,11,0,0.0
detox_1771100,10,0,0.0
detox_1774274,10,1,0.1
detox_1791302,10,0,0.0
detox_1806651,10,0,0.0
detox_1818615,10,0,0.0
detox_1822506,10,3,0.3
detox_1841084,10,0,0.0
detox_1843603,10,0,0.0
detox_1847766,10,0,0.0
detox_1851273,10,2,0.2
detox_1877215,10,0,0.0
detox_1890555,10,1,0.1
detox_1896378,10,0,0.0
detox_1900616,10,2,0.2
detox_1902505,10,0,0.0
detox_1921260,10,0,0.0
detox_1934170,10,0,0.0
detox_1943002,10,0,0.0
detox_1947358,10,0,0.0
detox_1952043,10,0,0.0
detox_1985687,10,1,0.1
detox_1988528,9,0,0.0
detox_1988988,10,0,0.0
detox_2036295,10,0,0.0
detox_2047983,10,0,0.0
detox_2048555,10,0,0.0
detox_2061481,10,0,0.0
detox_2064610,10,0,0.0
detox_2078042,8,0,0.0
detox_2084821,10,4,0.4
detox_2089218,10,0,0.0
detox_2090924,10,0,0.0
detox_2092821,10,0,0.0
detox_2097997,10,0,0.0
detox_2120624,10,2,0.2
detox_2125061,10,0,0.0
detox_2132783,10,0,0.0
detox_2135044,10,0,0.0
detox_2137625,10,2,0.2
detox_2145938,11,3,0.2727272727272727
detox_2149180,10,2,0.2
detox_2157516,11,0,0.0
detox_2158352,10,0,0.0
detox_2178882,10,0,0.0
detox_2183052,10,0,0.0
detox_2185073,10,0,0.0
detox_2187425,10,8,0.8
detox_2192100,10,0,0.0
detox_2201361,10,2,0.2
detox_2201716,10,0,0.0
detox_2208410,10,0,0.0
detox_2209483,11,0,0.0
detox_2238637,10,0,0.0
detox_2249149,10,1,0.1
detox_2254904,10,0,0.0
detox_2255185,10,0,0.0
detox_2255619,10,1,0.1
detox_2269328,10,0,0.0
detox_2277799,10,1,0.1
detox_2284125,10,0,0.0
detox_2305442,10,0,0.0
detox_2309781,10,0,0.0
detox_2310363,10,0,0.0
detox_2318896,10,3,0.3
detox_2321740,11,0,0.0
detox_2321805,10,0,0.0
detox_2324582,10,0,0.0
detox_2327782,10,0,0.0
detox_2337738,10,1,0.1
detox_2352961,10,0,0.0
detox_2353388,10,0,0.0
detox_2353795,10,0,0.0
detox_2366278,10,0,0.0
detox_2368508,13,0,0.0
detox_2372202,10,1,0.1
detox_2405082,10,1,0.1
detox_2408614,10,0,0.0
detox_2414184,10,0,0.0
detox_2415282,10,0,0.0
detox_2416257,10,0,0.0
detox_2439017,10,0,0.0
detox_2445868,10,0,0.0
detox_2447021,10,0,0.0
detox_2448578,10,0,0.0
detox_2452675,10,1,0.1
detox_2456044,10,2,0.2
detox_2457254,10,1,0.1
detox_2457387,10,0,0.0
detox_2458282,10,0,0.0
detox_2482777,10,0,0.0
detox_2499968,10,0,0.0
detox_2511053,10,0,0.0
detox_2517349,10,0,0.0
detox_2531936,10,1,0.1
detox_2532725,10,0,0.0
detox_2535758,10,0,0.0
detox_2545090,10,2,0.2
detox_2557311,10,0,0.0
detox_2568350,10,0,0.0
detox_2574629,10,0,0.0
detox_2588591,10,0,0.0
detox_2589462,9,0,0.0
detox_2593633,10,0,0.0
detox_2595724,10,0,0.0
detox_2603511,10,0,0.0
detox_2615801,10,2,0.2
detox_2639885,10,1,0.1
detox_2642594,10,0,0.0
detox_2653922,10,0,0.0
detox_2660017,10,0,0.0
detox_2661988,10,0,0.0
detox_2669811,10,0,0.0
detox_2670249,10,0,0.0
detox_2681549,10,1,0.1
detox_2700088,10,1,0.1
detox_2702368,10,1,0.1
detox_2703802,10,0,0.0
detox_2715328,10,0,0.0
detox_2720596,10,0,0.0
detox_2727979,10,0,0.0
detox_2731564,10,1,0.1
detox_2731580,10,0,0.0
detox_2740772,10,1,0.1
detox_2741341,10,2,0.2
detox_2742864,10,0,0.0
detox_2747887,10,0,0.0
detox_2753127,10,0,0.0
detox_2759303,10,0,0.0
detox_2760949,10,0,0.0
detox_2769926,10,0,0.0
detox_2776726,10,1,0.1
detox_2777402,10,0,0.0
detox_2784826,10,0,0.0
detox_2785594,10,0,0.0
detox_2791786,10,0,0.0
detox_2795559,10,3,0.3
detox_2796038,10,0,0.0
detox_2803774,10,0,0.0
detox_2810755,10,0,0.0
detox_2811467,10,0,0.0
detox_2814161,10,0,0.0
detox_2822029,10,3,0.3
detox_2833154,10,0,0.0
detox_2850252,9,0,0.0
detox_2866758,10,1,0.1
detox_2875837,10,0,0.0
detox_2876112,10,1,0.1
detox_2878618,10,1,0.1
detox_2882541,10,0,0.0
detox_2885593,10,0,0.0
detox_2902417,10,0,0.0
detox_2924314,10,1,0.1
detox_2930834,10,0,0.0
detox_2931317,10,1,0.1
detox_2942885,10,0,0.0
detox_2943219,10,2,0.2
detox_2943468,10,2,0.2
detox_2947365,10,0,0.0
detox_2953124,10,0,0.0
detox_2954515,10,0,0.0
detox_2955662,10,2,0.2
detox_2960373,10,0,0.0
detox_2965379,10,0,0.0
detox_2965586,10,0,0.0
detox_2972894,10,1,0.1
detox_2976760,10,0,0.0
detox_2977209,10,0,0.0
detox_2978161,10,0,0.0
detox_2982667,10,0,0.0
detox_2988099,10,0,0.0
detox_2994629,10,0,0.0
detox_3002973,10,0,0.0
detox_3005589,10,2,0.2
detox_3020871,10,0,0.0
detox_3024094,10,0,0.0
detox_3042392,10,0,0.0
detox_3047692,10,0,0.0
detox_3064950,10,0,0.0
detox_3066086,10,0,0.0
detox_3067756,10,0,0.0
detox_3072376,9,0,0.0
detox_3072495,10,0,0.0
detox_3086954,10,0,0.0
detox_3089677,10,0,0.0
detox_3091901,10,0,0.0
detox_3093536,10,0,0.0
detox_3094740,10,0,0.0
detox_3100302,10,0,0.0
detox_3109880,10,0,0.0
detox_3116107,10,0,0.0
detox_3122893,10,0,0.0
detox_3123828,10,1,0.1
detox_3128820,10,0,0.0
detox_3129678,10,6,0.6
detox_3139001,10,2,0.2
detox_3155593,10,0,0.0
detox_3156661,10,0,0.0
detox_3186722,10,0,0.0
detox_3192386,10,0,0.0
detox_3194749,10,1,0.1
detox_3195993,10,3,0.3
detox_3197740,10,1,0.1
detox_3206615,10,2,0.2
detox_3221579,10,0,0.0
detox_3223425,10,0,0.0
detox_3248755,10,0,0.0
detox_3278678,10,0,0.0
detox_3299307,10,0,0.0
detox_3305313,10,0,0.0
detox_3317859,10,0,0.0
detox_3318361,10,0,0.0
detox_3320767,10,1,0.1
detox_3324965,10,0,0.0
detox_3332539,10,1,0.1
detox_3333013,10,1,0.1
detox_3346831,10,1,0.1
detox_3350617,10,4,0.4
detox_3353699,10,0,0.0
detox_3362136,10,0,0.0
detox_3375254,10,0,0.0
detox_3381086,10,0,0.0
detox_3394785,10,0,0.0
detox_3399362,10,0,0.0
detox_3404300,10,0,0.0
detox_3405013,10,1,0.1
detox_3415799,10,0,0.0
detox_3427333,10,6,0.6
detox_3430431,10,0,0.0
detox_3438882,10,0,0.0
detox_3441929,10,0,0.0
detox_3446687,10,0,0.0
detox_3469544,10,0,0.0
detox_3512261,10,1,0.1
detox_3517965,10,0,0.0
detox_3530824,10,0,0.0
detox_3531359,10,4,0.4
detox_3532173,10,0,0.0
detox_3542061,10,0,0.0
detox_3561485,10,0,0.0
detox_3563914,10,0,0.0
detox_3569538,10,3,0.3
detox_3572693,10,0,0.0
detox_3573681,10,0,0.0
detox_3582131,10,0,0.0
detox_3609048,10,0,0.0
detox_3613119,10,0,0.0
detox_3618139,10,0,0.0
detox_3633636,10,0,0.0
detox_3634595,10,3,0.3
detox_3641203,10,0,0.0
detox_3642824,10,1,0.1
detox_3648078,10,0,0.0
detox_3661915,10,0,0.0
detox_3663314,10,1,0.1
detox_3664064,10,0,0.0
detox_3665348,10,5,0.5
detox_3674438,10,3,0.3
detox_3675381,10,0,0.0
detox_3684787,10,0,0.0
detox_3685437,10,0,0.0
detox_3700170,10,0,0.0
detox_3720366,10,1,0.1
detox_3721964,11,5,0.45454545454545453
detox_3728715,10,0,0.0
detox_3734723,10,0,0.0
detox_3736681,10,0,0.0
detox_3758233,10,2,0.2
detox_3761594,10,0,0.0
detox_3767196,10,0,0.0
detox_3776751,10,0,0.0
detox_3788166,10,1,0.1
detox_3803028,10,0,0.0
detox_3803199,10,8,0.8
detox_3805523,10,1,0.1
detox_3807533,10,2,0.2
detox_3813558,10,0,0.0
detox_3818098,10,1,0.1
detox_3833612,10,0,0.0
detox_3839384,10,0,0.0
detox_3845155,10,0,0.0
detox_3859614,10,1,0.1
detox_3861960,10,2,0.2
detox_3897123,10,0,0.0
detox_3897427,10,1,0.1
detox_3907770,10,0,0.0
detox_3911870,10,0,0.0
detox_3926150,10,0,0.0
detox_3926678,10,0,0.0
detox_3927270,10,0,0.0
detox_3931295,10,0,0.0
detox_3948658,10,0,0.0
detox_3948904,10,0,0.0
detox_3955977,10,0,0.0
detox_3963786,10,0,0.0
detox_3980538,10,0,0.0
detox_4003267,10,0,0.0
detox_4006716,10,4,0.4
detox_4017685,10,0,0.0
detox_4031251,10,0,0.0
detox_4045483,10,1,0.1
detox_4051640,10,0,0.0
detox_4054975,10,0,0.0
detox_4066540,10,0,0.0
detox_4074794,10,0,0.0
detox_4108618,10,0,0.0
detox_4116993,10,0,0.0
detox_4122028,10,0,0.0
detox_4126589,10,0,0.0
detox_4127882,10,0,0.0
detox_4128884,10,0,0.0
detox_4130503,10,2,0.2
detox_4170844,10,1,0.1
detox_4189764,10,2,0.2
detox_4222997,10,0,0.0
detox_4228493,10,0,0.0
detox_4244902,10,0,0.0
detox_4248772,10,1,0.1
detox_4248863,10,0,0.0
detox_4251861,10,0,0.0
detox_4258061,10,0,0.0
detox_4260803,10,0,0.0
detox_4263877,10,1,0.1
detox_4264368,10,0,0.0
detox_4265507,10,0,0.0
detox_4270045,10,1,0.1
detox_4282271,10,7,0.7
detox_4283570,10,0,0.0
detox_4285827,10,0,0.0
detox_4289897,10,1,0.1
detox_4292702,10,0,0.0
detox_4297111,10,0,0.0
detox_4317594,10,1,0.1
detox_4353094,10,0,0.0
detox_4369886,10,1,0.1
detox_4369995,10,0,0.0
detox_4373802,10,0,0.0
detox_4375476,10,0,0.0
detox_4375685,10,0,0.0
detox_4392379,10,0,0.0
detox_4402645,9,0,0.0
detox_4425527,10,2,0.2
detox_4457338,10,0,0.0
detox_4458846,10,1,0.1
detox_4461213,10,0,0.0
detox_4467693,10,0,0.0
detox_4470303,10,0,0.0
detox_4476405,10,5,0.5
detox_4476662,10,0,0.0
detox_4486846,10,2,0.2
detox_4491835,10,1,0.1
detox_4502494,10,0,0.0
detox_4530750,10,1,0.1
detox_4538546,10,0,0.0
detox_4544433,10,0,0.0
detox_4568937,10,0,0.0
detox_4569515,10,4,0.4
detox_4570972,10,0,0.0
detox_4572275,10,0,0.0
detox_4578980,10,0,0.0
detox_4588052,10,3,0.3
detox_4608898,10,1,0.1
detox_4611247,10,0,0.0
detox_4611614,10,1,0.1
detox_4619883,10,0,0.0
detox_4624572,10,0,0.0
detox_4639804,10,0,0.0
detox_4642691,10,0,0.0
detox_4646766,10,0,0.0
detox_4651312,9,2,0.2222222222222222
detox_4653323,10,0,0.0
detox_4661149,10,0,0.0
detox_4671807,10,0,0.0
detox_4672406,10,0,0.0
detox_4673440,10,0,0.0
detox_4691176,10,1,0.1
detox_4712626,10,0,0.0
detox_4713847,10,0,0.0
detox_4738159,10,1,0.1
detox_4741245,10,0,0.0
detox_4751525,10,0,0.0
detox_4763136,10,0,0.0
detox_4771755,10,4,0.4
detox_4772681,10,0,0.0
detox_4788677,10,1,0.1
detox_4801545,10,0,0.0
detox_4804786,10,2,0.2
detox_4819850,10,0,0.0
detox_4820136,10,0,0.0
detox_4830483,10,2,0.2
detox_4831802,10,0,0.0
detox_4836198,10,1,0.1
detox_4838322,10,3,0.3
detox_4858585,10,0,0.0
detox_4861336,10,1,0.1
detox_4864992,10,1,0.1
detox_4865575,10,0,0.0
detox_4868620,10,0,0.0
detox_4869642,10,0,0.0
detox_4892298,11,0,0.0
detox_4907017,10,0,0.0
detox_4913793,10,1,0.1
detox_4917381,10,1,0.1
detox_4920203,10,0,0.0
detox_4920719,10,0,0.0
detox_4924423,10,1,0.1
detox_4933493,10,1,0.1
detox_4934903,10,0,0.0
detox_4936933,10,0,0.0
detox_4941029,10,0,0.0
detox_4965331,10,0,0.0
detox_4966817,10,0,0.0
detox_4972939,10,0,0.0
detox_4974047,10,0,0.0
detox_4974702,10,0,0.0
detox_4978453,10,1,0.1
detox_4981107,10,0,0.0
detox_4982099,10,0,0.0
detox_4990287,10,0,0.0
detox_5001929,10,0,0.0
detox_5013412,10,0,0.0
detox_5018939,10,0,0.0
detox_5030137,10,0,0.0
detox_5037873,10,2,0.2
detox_5041382,10,0,0.0
detox_5088194,10,0,0.0
detox_5088974,10,0,0.0
detox_5090987,10,0,0.0
detox_5097365,10,0,0.0
detox_5098437,10,0,0.0
detox_5105120,10,0,0.0
detox_5105443,10,0,0.0
detox_5109768,10,0,0.0
detox_5112910,10,0,0.0
detox_5114938,10,0,0.0
detox_5125933,10,0,0.0
detox_5150108,10,0,0.0
detox_5154663,10,1,0.1
detox_5158305,10,0,0.0
detox_5162942,10,0,0.0
detox_5167315,10,0,0.0
detox_5174882,10,0,0.0
detox_5191548,10,2,0.2
detox_5192255,10,0,0.0
detox_5195318,10,1,0.1
detox_5198493,10,0,0.0
detox_5199702,9,0,0.0
detox_5200604,10,0,0.0
detox_5210551,10,0,0.0
detox_5230546,10,0,0.0
detox_5246589,10,0,0.0
detox_5247935,10,0,0.0
detox_5257653,10,0,0.0
detox_5258851,10,1,0.1
detox_5263616,10,0,0.0
detox_5263772,10,1,0.1
detox_5267283,10,0,0.0
detox_5277167,10,4,0.4
detox_5290677,10,0,0.0
detox_5293288,10,0,0.0
detox_5297687,10,1,0.1
detox_5298204,10,0,0.0
detox_5304293,10,1,0.1
detox_5320605,10,0,0.0
detox_5327295,10,0,0.0
detox_5332912,10,0,0.0
detox_5340627,10,0,0.0
detox_5364410,10,0,0.0
detox_5372180,10,0,0.0
detox_5374947,10,1,0.1
detox_5383088,10,1,0.1
detox_5384737,10,0,0.0
detox_5387040,10,0,0.0
detox_5391963,10,0,0.0
detox_5407955,10,1,0.1
detox_5419042,10,0,0.0
detox_5437085,10,0,0.0
detox_5437320,10,1,0.1
detox_5438461,10,1,0.1
detox_5443158,10,0,0.0
detox_5443737,10,0,0.0
detox_5447036,10,0,0.0
detox_5455807,10,1,0.1
detox_5462279,10,0,0.0
detox_5472654,10,0,0.0
detox_5473122,10,1,0.1
detox_5483283,10,0,0.0
detox_5489024,10,0,0.0
detox_5493616,10,0,0.0
detox_5498774,10,0,0.0
detox_5501854,10,0,0.0
detox_5512537,10,0,0.0
detox_5514502,10,0,0.0
detox_5532380,10,0,0.0
detox_5544806,10,1,0.1
detox_5546157,10,0,0.0
detox_5553126,10,1,0.1
detox_5554974,10,0,0.0
detox_5567514,10,1,0.1
detox_5576883,10,0,0.0
detox_5583201,10,0,0.0
detox_5584984,10,0,0.0
detox_5585503,10,0,0.0
detox_5597315,10,0,0.0
detox_5610875,10,8,0.8
detox_5615705,10,0,0.0
detox_5625494,10,0,0.0
detox_5625901,10,3,0.3
detox_5647522,10,0,0.0
detox_5651937,10,0,0.0
detox_5656672,10,0,0.0
detox_5673287,10,0,0.0
detox_5675556,10,1,0.1
detox_5687126,10,0,0.0
detox_5687487,10,1,0.1
detox_5694714,10,0,0.0
detox_5696192,10,0,0.0
detox_5699998,9,0,0.0
detox_5713152,10,0,0.0
detox_5727594,10,0,0.0
detox_5742627,10,0,0.0
detox_5760889,10,1,0.1
detox_5763245,10,0,0.0
detox_5789919,10,0,0.0
detox_5794209,10,1,0.1
detox_5796816,10,1,0.1
detox_5798795,10,0,0.0
detox_5808118,10,0,0.0
detox_5808788,10,0,0.0
detox_5815399,10,7,0.7
detox_5815768,10,0,0.0
detox_5819776,10,0,0.0
detox_5825934,10,0,0.0
detox_5861505,10,10,1.0
detox_5865901,10,1,0.1
detox_5869608,10,1,0.1
detox_5880602,10,0,0.0
detox_5883304,10,0,0.0
detox_5886927,10,0,0.0
detox_5890804,10,0,0.0
detox_5891528,10,1,0.1
detox_5893692,10,0,0.0
detox_5894054,10,0,0.0
detox_5896546,10,1,0.1
detox_5901647,10,1,0.1
detox_5906678,10,1,0.1
detox_5911435,10,0,0.0
detox_5924633,10,0,0.0
detox_5928730,10,0,0.0
detox_5933947,10,0,0.0
detox_5935079,10,0,0.0
detox_5936295,10,0,0.0
detox_5940243,10,0,0.0
detox_5965351,10,0,0.0
detox_5967667,10,0,0.0
detox_5979430,10,0,0.0
detox_5996506,10,0,0.0
detox_5997025,10,0,0.0
detox_5997861,10,0,0.0
detox_6003319,10,0,0.0
detox_6006995,10,0,0.0
detox_6027274,10,0,0.0
detox_6028746,10,0,0.0
detox_6029021,10,2,0.2
detox_6051288,10,0,0.0
detox_6072758,10,1,0.1
detox_6073912,10,0,0.0
detox_6085331,10,0,0.0
detox_6085717,10,0,0.0
detox_6087359,10,1,0.1
detox_6105254,10,2,0.2
detox_6117068,10,0,0.0
detox_6121539,10,2,0.2
detox_6127374,10,1,0.1
detox_6149807,10,3,0.3
detox_6150317,10,1,0.1
detox_6155216,10,0,0.0
detox_6170922,10,1,0.1
detox_6179794,10,0,0.0
detox_6193661,10,0,0.0
detox_6207757,10,0,0.0
detox_6222292,10,0,0.0
detox_6228198,10,0,0.0
detox_6231512,10,0,0.0
detox_6235156,10,0,0.0
detox_6241205,10,0,0.0
detox_6245150,10,1,0.1
detox_6250034,10,1,0.1
detox_6253871,10,1,0.1
detox_6256767,10,0,0.0
detox_6258005,10,0,0.0
detox_6258792,10,0,0.0
detox_6271233,10,1,0.1
detox_6280374,10,0,0.0
detox_6288812,10,0,0.0
detox_6296416,10,0,0.0
detox_6303945,10,0,0.0
detox_6306363,10,1,0.1
detox_6310394,10,0,0.0
detox_6317044,10,0,0.0
detox_6321097,10,0,0.0
detox_6325579,10,0,0.0
detox_6333636,10,0,0.0
detox_6337215,10,0,0.0
detox_6338777,10,0,0.0
detox_6347449,10,0,0.0
detox_6355462,10,0,0.0
detox_6361919,10,0,0.0
detox_6413308,10,4,0.4
detox_6420997,10,0,0.0
detox_6429380,10,0,0.0
detox_6434487,10,1,0.1
detox_6442512,10,0,0.0
detox_6452486,10,1,0.1
detox_6464166,10,1,0.1
detox_6466300,10,0,0.0
detox_6466831,10,0,0.0
detox_6468556,10,7,0.7
detox_6469864,10,0,0.0
detox_6471441,10,1,0.1
detox_6475410,10,0,0.0
detox_6486817,10,0,0.0
detox_6488164,10,1,0.1
detox_6491769,10,0,0.0
detox_6495977,10,0,0.0
detox_6507491,10,0,0.0
detox_6522497,10,0,0.0
detox_6566324,10,0,0.0
detox_6569572,10,0,0.0
detox_6588630,10,1,0.1
detox_6589442,10,5,0.5
detox_6593176,10,0,0.0
detox_6596016,10,0,0.0
detox_6599219,10,0,0.0
detox_6600572,10,0,0.0
detox_6612166,10,0,0.0
detox_6612640,10,1,0.1
detox_6612651,10,0,0.0
detox_6612943,10,0,0.0
detox_6633594,10,0,0.0
detox_6656557,10,0,0.0
detox_6659955,10,0,0.0
detox_6666315,10,1,0.1
detox_6673223,10,0,0.0
detox_6694369,10,0,0.0
detox_6704291,10,0,0.0
detox_6715270,10,0,0.0
detox_6727371,10,0,0.0
detox_6737392,10,0,0.0
detox_6738883,10,0,0.0
detox_6740930,10,1,0.1
detox_6759017,10,1,0.1
detox_6761429,10,0,0.0
detox_6763370,10,1,0.1
detox_6765393,10,0,0.0
detox_6767641,10,0,0.0
detox_6768250,11,2,0.18181818181818182
detox_6781996,11,0,0.0
detox_6785170,10,0,0.0
detox_6791650,10,0,0.0
